IMG OID,Genome ID,Phylum,Class,Order,Lineage,Clade,Tribe,QC/Curation Status,JGI Project ID,GOLD Study ID,GOLD Biosample ID,GOLD Project ID,GOLD Analysis Project ID
2582580695,TBhypo.metabat.5354,Ignavibacteria,[Blank],[Blank],,,,,,Gs0063444,,,Ga0048112
2582580697,TBhypo.metabat.5629,Ignavibacteria,Ignavibacteria,Ignavibacteriales,,,,,,Gs0063444,,,Ga0048114
2582580698,TBhypo.metabat.5702,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,,,Gs0063444,,,Ga0048115
2582580699,TBhypo.metabat.5737,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,,,,,,Gs0063444,,,Ga0048116
2582580700,TBhypo.metabat.5891,Proteobacteria,Betaproteobacteria,Burkholderiales,,,,,,Gs0063444,,,Ga0048117
2582580701,TBhypo.metabat.6070,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,,,Gs0063444,,,Ga0048118
2582580702,TBhypo.metabat.6286,Bacteroidetes,Bacteroidia,Bacteroidales,,,,,,Gs0063444,,,Ga0048119
2582580703,TBhypo.metabat.6717,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,,,Gs0063444,,,Ga0048120
2582580704,TBhypo.metabat.6736,Elusimicrobia,Elusimicrobia,Elusimicrobiales,,,,,,Gs0063444,,,Ga0048121
2582580705,TBhypo.metabat.680,Actinobacteria,Actinobacteria,[Blank],,,,,,Gs0063444,,,Ga0048122
2582580706,TBhypo.metabat.7795,[Blank],[Blank],[Blank],,,,,,Gs0063444,,,Ga0048123
2582580707,TBhypo.metabat.7925,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,,,,Gs0063444,,,Ga0048124
2582580708,TBhypo.metabat.7934,Bacteroidetes,Bacteroidia,Bacteroidales,,,,,,Gs0063444,,,Ga0048125
2582580709,TBhypo.metabat.8362,Proteobacteria,[Blank],[Blank],,,,,,Gs0063444,,,Ga0048126
2582580711,TBhypo.metabat.944,Proteobacteria,Betaproteobacteria,Burkholderiales,,,,,,Gs0063444,,,Ga0048128
2582580712,TBhypo.metabat.953,Proteobacteria,Betaproteobacteria,Methylophilales,,,,,,Gs0063444,,,Ga0048129
2582580714,TBhypo.metabat.9906,Actinobacteria,Actinobacteria,[Blank],,,,,,Gs0063444,,,Ga0048130
2588253500,TBhypo.metabat.238,Proteobacteria,Betaproteobacteria,Burkholderiales,,,,,,Gs0063444,,,Ga0048077
2593339176,TBhypo.metabat.545.v2,Proteobacteria,Betaproteobacteria,Methylophilales,,,,,,Gs0063444,,,Ga0059277
2593339177,TBhypo.metabat.941.v2,Proteobacteria,Betaproteobacteria,Burkholderiales,,,,,,Gs0063444,,,Ga0059278
2593339178,TBhypo.metabat.2062.v2,Proteobacteria,Gammaproteobacteria,Methylococcales,,,,,,Gs0063444,,,Ga0059279
2593339179,TBhypo.metabat.2086.v2,Bacteroidetes,Bacteroidia,Bacteroidales,,,,,,Gs0063444,,,Ga0059280
2593339180,TBhypo.metabat.2270.v2,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,,,,,,Gs0063444,,,Ga0059281
2593339181,TBhypo.metabat.2519.v2,Verrucomicrobia,Opitutae,[Blank],,,,,,Gs0063444,,,Ga0059282
2593339182,TBhypo.metabat.2902.v2,Proteobacteria,Betaproteobacteria,Methylophilales,,,,,,Gs0063444,,,Ga0059283
2593339183,TBhypo.metabat.2922.v2,Proteobacteria,Deltaproteobacteria,Desulfobacterales,,,,,,Gs0063444,,,Ga0059284
2593339184,TBhypo.metabat.3520.v2,Chlorobi,Chlorobia,Chlorobiales,,,,,,Gs0063444,,,Ga0059285
2593339185,TBhypo.metabat.3765.v2,Actinobacteria,Actinobacteria,Acidimicrobiales,,,,,,Gs0063444,,,Ga0059286
2593339186,TBhypo.metabat.3838.v2,Actinobacteria,Actinobacteria,[Blank],,,,,,Gs0063444,,,Ga0059287
2593339187,TBepi.metabat.439.v2,Proteobacteria,Betaproteobacteria,Nitrosomonadales,,,,,,Gs0063444,,,Ga0059288
2593339188,TBepi.metabat.788.v2,Proteobacteria,Betaproteobacteria,[Blank],,,,,,Gs0063444,,,Ga0059289
2593339189,TBepi.metabat.1800.v2,Verrucomicrobia,Opitutae,[Blank],,,,,,Gs0063444,,,Ga0059290
2593339190,TBepi.metabat.2057.v2,Actinobacteria,Actinobacteria,[Blank],,,,,,Gs0063444,,,Ga0059291
2593339191,TBhypo.metabat.1380,Proteobacteria,Gammaproteobacteria,Methylococcales,,,,,,Gs0063444,,,Ga0059387
2593339192,TBhypo.metabat.1381,Proteobacteria,Betaproteobacteria,Methylophilales,,,,,,Gs0063444,,,Ga0059388
2593339193,TBepi.metabat.2668.v2,Proteobacteria,Gammaproteobacteria,[Blank],,,,,,Gs0063444,,,Ga0059292
2602042079,AAA028-E20,Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-A,acI-A6,Standard QC at JGI,1024061,Gs0030582,Gb0044638 ,Gp0044638,Ga0005098
2602042080,AAA028-E20 (screened),Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-A,acI-A6,Strict QC at JGI ,1024061,Gs0030582,Gb0044638 ,Gp0044638,Ga0009079
2602042081,AAA204-A20,Verrucomicrobia,Spartobacteria,Spartobacteriales,verI,verI-B,Xip-B1,Standard QC at JGI,1024049,Gs0030582,Gb0044569 ,Gp0044569,Ga0005094
2602042082,AAA204-A20 (screened),Verrucomicrobia,Spartobacteria,Spartobacteriales,verI,verI-B,Xip-B1,Strict QC at JGI ,1024049,Gs0030582,Gb0044569 ,Gp0044569,Ga0009086
2602042083,AAA024-F06,Verrucomicrobia,Not classified,Not classified,,,,Standard QC at JGI,1024046,Gs0030582,Gb0044568,Gp0044568,Ga0005093
2603880159,AAA028-C09,Actinobacteria,Actinobacteria,Actinomycetales,Luna1,Luna1-A,Luna1-A4,Standard QC at JGI,1024067,Gs0030582,Gb0044637 ,Gp0044637,Ga0005100
2603880160,AAA028-C09 (screened),Actinobacteria,Actinobacteria,Actinomycetales,Luna1,Luna1-A,Luna1-A4,Strict QC at JGI ,1024067,Gs0030582,Gb0044637 ,Gp0044637,Ga0009078
2603880161,AAA028-P02,Actinobacteria,Actinobacteria,Actinomycetales,Luna1,Luna1-A,Luna1-A2,Standard QC at JGI,1024070,Gs0030582,Gb0043995 ,Gp0043995,Ga0005101
2603880162,AAA028-P02 (screened),Actinobacteria,Actinobacteria,Actinomycetales,Luna1,Luna1-A,Luna1-A2,Strict QC at JGI ,1024070,Gs0030582,Gb0043995 ,Gp0043995,Ga0009083
2606217190,AAA028-G02,Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-A,acI-A5,Standard QC at JGI,1024076,Gs0030582,Gb0044639 ,Gp0044639,Ga0005103
2606217191,AAA028-G02 (screened),Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-A,acI-A5,Strict QC at JGI ,1024076,Gs0030582,Gb0044639 ,Gp0044639,Ga0009080
2606217192,AAA027-F04,Actinobacteria,Actinobacteria,Actinomycetales,acTH1,acTH1-A,acTH1-A1,Standard QC at JGI,1024073,Gs0030582,Gb0044635 ,Gp0044635,Ga0005102
2606217193,AAA027-F04 (screened),Actinobacteria,Actinobacteria,Actinomycetales,acTH1,acTH1-A,acTH1-A1,Strict QC at JGI ,1024073,Gs0030582,Gb0044635 ,Gp0044635,Ga0009076
2606217197,AAA027-E14 (screened),Actinobacteria,Actinobacteria,Actinomicrobiales,acIV,acIV-A,Iluma-A2,Strict QC at JGI ,1024052,Gs0030582,Gb0044634 ,Gp0044634,Ga0009075
2606217198,AAA027-E14,Actinobacteria,Actinobacteria,Actinomicrobiales,acIV,acIV-A,Iluma-A2,Standard QC at JGI,1024052,Gs0030582,Gb0044634 ,Gp0044634,Ga0005095
2606217199,AAA044-O16,Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-A,acI-A5,Standard QC at JGI,1024079,Gs0030582,Gb0043996 ,Gp0043996,Ga0005104
2606217200,AAA044-O16 (screened),Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-A,acI-A5,Strict QC at JGI ,1024079,Gs0030582,Gb0043996 ,Gp0043996,Ga0009084
2606217734,AAA027-L17 (screened),Actinobacteria,Actinobacteria,Actinomicrobiales,acIV,acIV-B,Iluma-B1,Strict QC at JGI ,1024055,Gs0030582,Gb0044636 ,Gp0044636,Ga0009077
2606217735,AAA027-L17,Actinobacteria,Actinobacteria,Actinomicrobiales,acIV,acIV-B,Iluma-B1,Standard QC at JGI,1024055,Gs0030582,Gb0044636 ,Gp0044636,Ga0005096
2616645017,AAA028-I18,Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-A,acI-A6,Standard QC at JGI,1024064,Gs0030582,Gb0043993 ,Gp0043993,Ga0005099
2619618800,AAA024-K11 (screened),Proteobacteria,Betaproteobacteria,Burkholderiales,betI,betI-B,Rhodo,"Joshua J Hamilton ran through ProDeGe using classification at ""Order"" level",1004433,Gs0015918,Gb0025327 ,Gp0025327,Ga0073393
2619618801,AAA027-C02 (screened),Proteobacteria,Betaproteobacteria,Burkholderiales,betII,Pnec,PnecC,"Joshua J Hamilton ran through ProDeGe using classification at ""Order"" level",1004436,Gs0015918,Gb0025335 ,Gp0025335,Ga0073394
2619618802,AAA027-I06 (screened),Proteobacteria,Betaproteobacteria,Burkholderiales,betI,betI-A,Lhab-A1,"Joshua J Hamilton ran through ProDeGe using classification at ""Order"" level",1004445,Gs0015918,Gb0019155 ,Gp0019155,Ga0073396
2619618803,AAA027-K21 (screened),Proteobacteria,Betaproteobacteria,Burkholderiales,betIII,betIII-A,betIII-A1,"Joshua J Hamilton ran through ProDeGe using classification at ""Order"" level",1004451,Gs0015918,Gb0025330 ,Gp0025330,Ga0073397
2619618804,AAA028-K02 (screened),Proteobacteria,Betaproteobacteria,Methylophilales,betIV,betIV-A,LD28,"Joshua J Hamilton ran through ProDeGe using classification at ""Order"" level",1004460,Gs0015918,Gb0025293 ,Gp0025293,Ga0073398
2619618805,AAA027-I19 (screened),Verrucomicrobia,Opitutae,Opitutales,,,,"Joshua J Hamilton ran through ProDeGe using classification at ""Order"" level",1004448,Gs0015918,Gb0025333 ,Gp0025333,Ga0073400
2619618806,AAA027-G08 (screened),Bacteroidetes,Sphingobacteria,Sphingobacteriales,bacI,bacI-A,bacI-A1,"Joshua J Hamilton ran through ProDeGe using classification at ""Order"" level",1004442,Gs0015918,Gb0025334 ,Gp0025334,Ga0073401
2619618807,AAA027-N21 (screened),Bacteroidetes,Flavobacteriia,Flavobacteriales,bacII,bacII-A,Flavo-A2,"Joshua J Hamilton ran through ProDeGe using classification at ""Order"" level",1004454,Gs0015918,Gb0025369 ,Gp0025369,Ga0073402
2619618808,AAA027-D23 (screened),Actinobacteria,Actinobacteria,Actinomycetales,acSTL,acSTL-A,acSTL-A1,"Joshua J Hamilton ran through ProDeGe using classification at ""Order"" level",1004439,Gs0015918,Gb0025329 ,Gp0025329,Ga0073403
2619618809,AAA028-I14 (screened),Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-A,acI-A6,"Joshua J Hamilton ran through ProDeGe using classification at ""Order"" level",1004457,Gs0015918,Gb0025326 ,Gp0025326,Ga0073404
2619618810,AAA028-N15 (screened),Actinobacteria,Actinobacteria,Actinomycetales,acTH1,acTH1-A,acTH1-A1,"Joshua J Hamilton ran through ProDeGe using classification at ""Order"" level",1004463,Gs0015918,Gb0025292 ,Gp0025292,Ga0073405
2619618811,AAA044-D11 (screened),Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-B,acI-B4,"Joshua J Hamilton ran through ProDeGe using classification at ""Order"" level",1004466,Gs0015918,Gb0025368 ,Gp0025368,Ga0073406
2619619039,AAA028-K15 (screened),Actinobacteria,Actinobacteria,Actinomicrobiales,acIV,acIV-B,Iluma-B2,Strict QC at JGI ,1024058,Gs0030582,Gb0043994 ,Gp0043994,Ga0009082
2619619040,AAA028-K15,Actinobacteria,Actinobacteria,Actinomicrobiales,acIV,acIV-B,Iluma-B2,Standard QC at JGI,1024058,Gs0030582,Gb0043994 ,Gp0043994,Ga0005097
