"Gene","Genome","Taxonomy","Product","Cluster","Totals"
"Ga0164294_100057765_GEODES005","Ga0164294_10005776","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","N utilization substance protein A",6,163641.66175188
"Ga0164294_100057815_GEODES005","Ga0164294_10005781","Bacteria;Proteobacteria;Deltaproteobacteria;","hypothetical protein",1,365600.558237755
"Ga0164294_1000583611_GEODES005","Ga0164294_10005836","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Saprospiraceae;","elongation factor P",2,277434.596930337
"Ga0164294_100058532_GEODES005","Ga0164294_10005853","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;","pyruvate dehydrogenase E1 component beta subunit",13,632255.529949624
"Ga0164294_100058711_GEODES005","Ga0164294_10005871","Bacteria;","flagellin",1,2012612.37900218
"Ga0164294_100058715_GEODES005","Ga0164294_10005871","Bacteria;","Integrase",1,3593735.78403198
"Ga0164294_100059231_GEODES005","Ga0164294_10005923","NO CLASSIFICATION MH","DNA repair exonuclease SbcCD ATPase subunit",1,307956.224792159
"Ga0164294_1000596711_GEODES005","Ga0164294_10005967","Bacteria;","integration host factor subunit alpha",1,261692.002441985
"Ga0164294_100059673_GEODES005","Ga0164294_10005967","Bacteria;","2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family",1,272394.658476318
"Ga0164294_100059901_GEODES005","Ga0164294_10005990","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. AAP93;","chlorophyllide a reductase subunit Y",7,299809.608548393
"Ga0164294_100059903_GEODES005","Ga0164294_10005990","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. AAP93;","chlorophyllide a reductase subunit Z",7,285020.195513527
"Ga0164294_100059905_GEODES005","Ga0164294_10005990","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. AAP93;","light-harvesting complex 1 alpha chain",7,1072834.74867451
"Ga0164294_100059906_GEODES005","Ga0164294_10005990","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. AAP93;","photosynthetic reaction center L subunit",7,944644.184861924
"Ga0164294_100059907_GEODES005","Ga0164294_10005990","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. AAP93;","photosynthetic reaction center M subunit",7,1061734.79666979
"Ga0164294_100059908_GEODES005","Ga0164294_10005990","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. AAP93;","photosynthetic reaction center cytochrome c subunit",7,1202365.15058176
"Ga0164294_100060056_GEODES005","Ga0164294_10006005","Bacteria;","hypothetical protein",1,343227.358809515
"Ga0164294_100060365_GEODES005","Ga0164294_10006036","Bacteria;Proteobacteria;","mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase",2,113141.742387242
"Ga0164294_100061079_GEODES005","Ga0164294_10006107","Bacteria;","Superoxide dismutase",8,436133.034543696
"Ga0164294_1000611913_GEODES005","Ga0164294_10006119","Bacteria;Cyanobacteria;unclassified Cyanobacteria;Synechococcales;Synechococcaceae;","Chlorophyll A-B binding protein",9,308308.702430774
"Ga0164294_100061657_GEODES005","Ga0164294_10006165","Eukaryota;","Beta-phosphoglucomutase, HAD superfamily",16,230314.393546823
"Ga0164294_100061932_GEODES005","Ga0164294_10006193","Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria;","DNA-directed RNA polymerase subunit beta",3,337606.82120664
"Ga0164294_100062804_GEODES005","Ga0164294_10006280","Bacteria;","molecular chaperone DnaK",1,180755.940549547
"Ga0164294_100062903_GEODES005","Ga0164294_10006290","Bacteria;Proteobacteria;","hypoxanthine phosphoribosyltransferase",1,494144.860673025
"Ga0164294_100062925_GEODES005","Ga0164294_10006292","Bacteria;Verrucomicrobia;Verrucomicrobiae;","hypothetical protein",1,138060.494379255
"Ga0164294_100063148_GEODES005","Ga0164294_10006314","Bacteria;","hypothetical protein",1,248977.610127171
"Ga0164294_100063192_GEODES005","Ga0164294_10006319","Eukaryota;","CDP-diacylglycerol--inositol 3-phosphatidyltransferase",12,207474.80563474
"Ga0164294_100063506_GEODES005","Ga0164294_10006350","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;","TRAP-type C4-dicarboxylate transport system, large permease component",2,97946.2730452699
"Ga0164294_100064246_GEODES005","Ga0164294_10006424","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;","transcriptional antiterminator NusG",1,148595.898830947
"Ga0164294_100064306_GEODES005","Ga0164294_10006430","Bacteria;","Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain",1,1067854.89388729
"Ga0164294_1000643413_GEODES005","Ga0164294_10006434","Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria;","translation initiation factor IF-3",9,286937.888087914
"Ga0164294_100064455_GEODES005","Ga0164294_10006445","Bacteria;Bacteroidetes;","Bacteriorhodopsin",2,11669699.6166035
"Ga0164294_100064554_GEODES005","Ga0164294_10006455","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;","DNA-directed RNA polymerase subunit alpha",6,559683.350627109
"Ga0164294_100064764_GEODES005","Ga0164294_10006476","NO CLASSIFICATION MH","hypothetical protein",10,236414.274247799
"Ga0164294_100064767_GEODES005","Ga0164294_10006476","NO CLASSIFICATION MH","hypothetical protein",3,267066.961039356
"Ga0164294_100064957_GEODES005","Ga0164294_10006495","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;","light-independent protochlorophyllide reductase subunit L",7,107295.438212716
"Ga0164294_100064959_GEODES005","Ga0164294_10006495","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;","light-independent protochlorophyllide reductase subunit B",4,89597.8536738743
"Ga0164294_100065218_GEODES005","Ga0164294_10006521","Eukaryota;unclassified Eukaryota;","solute carrier family 25 (uncoupling protein), member 27",16,1608177.9340561
"Ga0164294_100066034_GEODES005","Ga0164294_10006603","NO CLASSIFICATION MH","protein of unknown function (DUF4203)",1,238116.288821143
"Ga0164294_100066076_GEODES005","Ga0164294_10006607","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;","SecD/SecF fusion protein",1,400783.845443805
"Ga0164294_1000661112_GEODES005","Ga0164294_10006611","Bacteria;Proteobacteria;","Tripartite-type tricarboxylate transporter, receptor component TctC",2,6464324.03038158
"Ga0164294_100066334_GEODES005","Ga0164294_10006633","Bacteria;","ASPIC and UnbV/Repeat domain-containing protein/Repeat domain-containing protein/Repeat domain-containing protein",1,412702.778710089
"Ga0164294_100066657_GEODES005","Ga0164294_10006665","Bacteria;","glycerol-3-phosphate acyltransferase PlsX",1,456460.42611223
"Ga0164294_1000670912_GEODES005","Ga0164294_10006709","Bacteria;Proteobacteria;","DNA-binding transcriptional regulator, IscR family",9,92128.6701595521
"Ga0164294_100067273_GEODES005","Ga0164294_10006727","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","large subunit ribosomal protein L27",7,78344.1828442871
"Ga0164294_100067338_GEODES005","Ga0164294_10006733","Bacteria;","Uncharacterized membrane protein",1,315291.887496212
"Ga0164294_100067572_GEODES005","Ga0164294_10006757","Bacteria;Proteobacteria;Betaproteobacteria;","hypothetical protein",5,165433.137083541
"Ga0164294_100067586_GEODES005","Ga0164294_10006758","NO CLASSIFICATION MH","PD-(D/E)XK nuclease superfamily protein",8,203278.033655019
"Ga0164294_100067667_GEODES005","Ga0164294_10006766","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;","uroporphyrinogen-III synthase",14,120869.485460131
"Ga0164294_100068714_GEODES005","Ga0164294_10006871","Bacteria;","dTDP-glucose 4,6-dehydratase",1,382265.800039451
"Ga0164294_100068825_GEODES005","Ga0164294_10006882","Bacteria;Bacteroidetes;","F-type H+-transporting ATPase subunit b",2,168203.651527019
"Ga0164294_100069001_GEODES005","Ga0164294_10006900","Bacteria;","Tetratricopeptide (TPR) repeat",2,2473455.18625644
"Ga0164294_100070338_GEODES005","Ga0164294_10007033","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;","RNA polymerase sigma-70 factor, ECF subfamily",9,235904.271425883
"Ga0164294_100072346_GEODES005","Ga0164294_10007234","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;","glutaminyl-tRNA synthetase",0,144025.267588099
"Ga0164294_100072367_GEODES005","Ga0164294_10007236","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;","citrate synthase",13,361140.291784889
"Ga0164294_100073094_GEODES005","Ga0164294_10007309","Bacteria;","Lamin Tail Domain/Lamin Tail Domain/Lamin Tail Domain/Lamin Tail Domain/Lamin Tail Domain",1,718736.929468189
"Ga0164294_100073782_GEODES005","Ga0164294_10007378","Eukaryota;","UDP-sugar pyrophosphorylase",13,272693.92201077
"Ga0164294_100074237_GEODES005","Ga0164294_10007423","Bacteria;","hypothetical protein",1,1536540.30669213
"Ga0164294_100074314_GEODES005","Ga0164294_10007431","Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria;","3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit",3,168005.725888407
"Ga0164294_100074345_GEODES005","Ga0164294_10007434","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","uridylate kinase",2,670819.943738887
"Ga0164294_100074346_GEODES005","Ga0164294_10007434","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","ribosome recycling factor",2,590182.855789042
"Ga0164294_100074347_GEODES005","Ga0164294_10007434","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","phosphatidate cytidylyltransferase",2,285082.644956189
NA,NA,NA,NA,14,NA
"Ga0164294_100074922_GEODES005","Ga0164294_10007492","NO CLASSIFICATION MH","hypothetical protein",10,577913.84660537
"Ga0164294_100075114_GEODES005","Ga0164294_10007511","Bacteria;","Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding Fis domains",2,228048.617697882
"Ga0164294_100075698_GEODES005","Ga0164294_10007569","NO CLASSIFICATION MH","hypothetical protein",8,213773.237344239
"Ga0164294_100075887_GEODES005","Ga0164294_10007588","Bacteria;","N-acetylglutamate synthase, GNAT family",1,575335.699955114
"Ga0164294_100076784_GEODES005","Ga0164294_10007678","Bacteria;Proteobacteria;","Pregnancy-associated plasma protein-A/Metallo-peptidase family M12B Reprolysin-like",0,546018.550623096
"Ga0164294_100076809_GEODES005","Ga0164294_10007680","NO CLASSIFICATION MH","hypothetical protein",8,180614.147238509
"Ga0164294_100077007_GEODES005","Ga0164294_10007700","Bacteria;Cyanobacteria;unclassified Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;","hypothetical protein",6,139420.681446794
"Ga0164294_100077262_GEODES005","Ga0164294_10007726","Bacteria;","cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases",1,329156.661065263
"Ga0164294_1000774713_GEODES005","Ga0164294_10007747","Eukaryota;Phaeophyceae;unclassified Phaeophyceae;Ectocarpales;Ectocarpaceae;","hypothetical protein",3,111475.195123562
"Ga0164294_100077736_GEODES005","Ga0164294_10007773","Bacteria;","Tfp pilus assembly protein PilV",1,240721.033409465
"Ga0164294_1000780310_GEODES005","Ga0164294_10007803","Bacteria;","hypothetical protein",1,252399.239974826
"Ga0164294_100078745_GEODES005","Ga0164294_10007874","NO CLASSIFICATION MH","succinate dehydrogenase (ubiquinone) flavoprotein subunit",10,2103624.1984653
"Ga0164294_100079225_GEODES005","Ga0164294_10007922","NO CLASSIFICATION MH","hypothetical protein",0,194036.815585655
"Ga0164294_100079682_GEODES005","Ga0164294_10007968","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","light-harvesting protein B-800-850 beta chain",4,1355098.93429069
"Ga0164294_100079683_GEODES005","Ga0164294_10007968","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","light-harvesting protein B-800-850 alpha chain",4,646796.590256292
"Ga0164294_100079684_GEODES005","Ga0164294_10007968","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","MFS transporter, BCD family, chlorophyll transporter",4,334961.20057665
"Ga0164294_100079736_GEODES005","Ga0164294_10007973","Bacteria;Cyanobacteria;unclassified Cyanobacteria;Synechococcales;Synechococcaceae;","peroxiredoxin (alkyl hydroperoxide reductase subunit C)",9,218536.179410797
"Ga0164294_100079956_GEODES005","Ga0164294_10007995","NO CLASSIFICATION MH","hypothetical protein",1,735571.233049424
"Ga0164294_100080125_GEODES005","Ga0164294_10008012","NO CLASSIFICATION MH","hypothetical protein",3,301149.941789294
"Ga0164294_100080304_GEODES005","Ga0164294_10008030","Bacteria;","Signal transduction histidine kinase/Serine/threonine protein kinase/Tetratricopeptide (TPR) repeat",1,846618.148976726
"Ga0164294_100080899_GEODES005","Ga0164294_10008089","Bacteria;","PKD repeat-containing protein",1,637908.945134331
"Ga0164294_100081282_GEODES005","Ga0164294_10008128","Bacteria;Proteobacteria;","magnesium-protoporphyrin O-methyltransferase",4,36352.4103247446
"Ga0164294_100082032_GEODES005","Ga0164294_10008203","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","small subunit ribosomal protein S1",2,5031030.62866329
"Ga0164294_100083412_GEODES005","Ga0164294_10008341","NO CLASSIFICATION MH","Minichromosome loss protein, Mcl1, middle region",10,325392.562678172
"Ga0164294_100083865_GEODES005","Ga0164294_10008386","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","benzoyl-CoA 2,3-dioxygenase component B",6,279094.622521825
"Ga0164294_100083943_GEODES005","Ga0164294_10008394","NO CLASSIFICATION MH","hypothetical protein",1,268860.653771362
"Ga0164294_1000841429_GEODES005","Ga0164294_10008414","NO CLASSIFICATION LP","cytochrome c oxidase subunit 1",5,681956.688090003
"Ga0164294_100084575_GEODES005","Ga0164294_10008457","Bacteria;","hypothetical protein",1,265782.186209738
"Ga0164294_100084721_GEODES005","Ga0164294_10008472","Eukaryota;","hypothetical protein",3,634945.082987971
"Ga0164294_100085536_GEODES005","Ga0164294_10008553","Bacteria;Proteobacteria;","lipoic acid synthetase",1,266853.820832819
"Ga0164294_100086501_GEODES005","Ga0164294_10008650","None","hypothetical protein",5,1060748.62275923
"Ga0164294_100087016_GEODES005","Ga0164294_10008701","Bacteria;","Transglutaminase-like enzyme, putative cysteine protease",1,213397.009796708
"Ga0164294_100087052_GEODES005","Ga0164294_10008705","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;","hypothetical protein",1,488407.254517656
"Ga0164294_100087207_GEODES005","Ga0164294_10008720","Bacteria;Proteobacteria;Betaproteobacteria;","glutathione S-transferase",5,437028.511728591
"Ga0164294_100087401_GEODES005","Ga0164294_10008740","NO CLASSIFICATION MH","hypothetical protein",15,294479.906032113
NA,NA,NA,NA,2,NA
NA,NA,NA,NA,2,NA
"Ga0164294_100087693_GEODES005","Ga0164294_10008769","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;","arginine decarboxylase",0,186149.529801447
"Ga0164294_100087716_GEODES005","Ga0164294_10008771","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus;","argininosuccinate lyase",3,191514.234660417
"Ga0164294_100087777_GEODES005","Ga0164294_10008777","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus;","catalase-peroxidase",6,3286305.10810958
"Ga0164294_100088039_GEODES005","Ga0164294_10008803","Eukaryota;","carrier protein",4,165671.692743861
"Ga0164294_100088671_GEODES005","Ga0164294_10008867","NO CLASSIFICATION MH","Acyl transferase domain-containing protein/3-oxoacyl-(acyl-carrier-protein) synthase/NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family/Phosphopantetheinyl transferase",1,402427.287924303
"Ga0164294_100089283_GEODES005","Ga0164294_10008928","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;","hypothetical protein",7,7955702.711113
"Ga0164294_100089325_GEODES005","Ga0164294_10008932","Bacteria;","porin",2,9298318.10152078
"Ga0164294_100089483_GEODES005","Ga0164294_10008948","Bacteria;Proteobacteria;","hypothetical protein",2,29673.2067850008
"Ga0164294_100089913_GEODES005","Ga0164294_10008991","Bacteria;","IPT/TIG domain-containing protein",1,123385.324191834
"Ga0164294_100090473_GEODES005","Ga0164294_10009047","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","hypothetical protein",6,148992.792556471
"Ga0164294_100091232_GEODES005","Ga0164294_10009123","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","RNA polymerase primary sigma factor",2,1933158.5375879
"Ga0164294_100091305_GEODES005","Ga0164294_10009130","None","hypothetical protein",14,271103.742377463
"Ga0164294_100091605_GEODES005","Ga0164294_10009160","Bacteria;","REJ domain-containing protein/PKD domain-containing protein",1,781999.867226996
"Ga0164294_100091606_GEODES005","Ga0164294_10009160","Bacteria;","hypothetical protein",1,889754.189015778
"Ga0164294_100091862_GEODES005","Ga0164294_10009186","Bacteria;","Putative metal-binding motif-containing protein/Putative metal-binding motif-containing protein/Putative metal-binding motif-containing protein/FG-GAP repeat-containing protein/FG-GAP repeat-containing protein",1,231815.171787475
"Ga0164294_100091994_GEODES005","Ga0164294_10009199","Bacteria;","thioredoxin 2",1,85875.1024045701
"Ga0164294_100092814_GEODES005","Ga0164294_10009281","NO CLASSIFICATION MH","transketolase",15,21494899.7462365
"Ga0164294_100094432_GEODES005","Ga0164294_10009443","NO CLASSIFICATION MH","Reverse transcriptase (RNA-dependent DNA polymerase)",10,820098.174685878
"Ga0164294_100094433_GEODES005","Ga0164294_10009443","NO CLASSIFICATION MH","hypothetical protein",10,237241.124172586
"Ga0164294_100094461_GEODES005","Ga0164294_10009446","NO CLASSIFICATION MH","callose synthase",4,2445284.49017422
"Ga0164294_1000951711_GEODES005","Ga0164294_10009517","Bacteria;Proteobacteria;Betaproteobacteria;","hypothetical protein",5,240320.307600997
"Ga0164294_100095175_GEODES005","Ga0164294_10009517","Bacteria;Proteobacteria;Betaproteobacteria;","hypothetical protein",3,387165.604120176
"Ga0164294_100095424_GEODES005","Ga0164294_10009542","NO CLASSIFICATION MH","glyceraldehyde 3-phosphate dehydrogenase",15,2115475.4275402
"Ga0164294_100095943_GEODES005","Ga0164294_10009594","Bacteria;","HEAT repeat",1,1205619.0675489
"Ga0164294_100096022_GEODES005","Ga0164294_10009602","Bacteria;Proteobacteria;","hypothetical protein",1,679749.960709492
"Ga0164294_100096226_GEODES005","Ga0164294_10009622","NO CLASSIFICATION MH","hypothetical protein",1,184061.389027691
"Ga0164294_1000964121_GEODES005","Ga0164294_10009641","NO CLASSIFICATION MH","hypothetical protein",8,119886.016430632
"Ga0164294_100096641_GEODES005","Ga0164294_10009664","NO CLASSIFICATION MH","Ca2+-dependent lipid-binding protein, contains C2 domain/Ca2+-dependent lipid-binding protein, contains C2 domain",12,879286.638073539
"Ga0164294_100097078_GEODES005","Ga0164294_10009707","Eukaryota;","non-SMC mitotic condensation complex subunit 1, N-term",4,660561.819231815
"Ga0164294_100097344_GEODES005","Ga0164294_10009734","NO CLASSIFICATION LP","SET domain-containing protein",11,83939.3675117695
"Ga0164294_100097952_GEODES005","Ga0164294_10009795","Bacteria;","prolyl-tRNA synthetase",3,1161854.69444842
"Ga0164294_100098328_GEODES005","Ga0164294_10009832","Bacteria;Proteobacteria;","RNA polymerase sigma-54 factor",1,932161.180344468
"Ga0164294_100098383_GEODES005","Ga0164294_10009838","NO CLASSIFICATION MH","acetyl-CoA acyltransferase",1,759137.624985038
"Ga0164294_100098814_GEODES005","Ga0164294_10009881","Bacteria;","Transcriptional and/or translational regulatory protein YebC/TACO1",1,194335.273412913
"Ga0164294_100100277_GEODES005","Ga0164294_10010027","Bacteria;Proteobacteria;Gammaproteobacteria;","phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase",3,543518.246231592
"Ga0164294_100100742_GEODES005","Ga0164294_10010074","Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia;","hypothetical protein",1,451086.749011841
"Ga0164294_100100772_GEODES005","Ga0164294_10010077","Bacteria;Proteobacteria;Deltaproteobacteria;","DNA topoisomerase-1",1,2031051.01560906
"Ga0164294_100100774_GEODES005","Ga0164294_10010077","Bacteria;Proteobacteria;Deltaproteobacteria;","hypothetical protein",1,514427.527116555
"Ga0164294_100101237_GEODES005","Ga0164294_10010123","Bacteria;Proteobacteria;","isopentenyl-diphosphate delta-isomerase",5,353989.087919017
"Ga0164294_100102419_GEODES005","Ga0164294_10010241","NO CLASSIFICATION MH","hypothetical protein",4,137446.493790594
"Ga0164294_100102673_GEODES005","Ga0164294_10010267","NO CLASSIFICATION MH","protein of unknown function (DUF5122), beta-propeller fold/protein of unknown function (DUF5122), beta-propeller fold/protein of unknown function (DUF5122), beta-propeller fold/protein of unknown function (DUF5122), beta-propeller fold",3,142554.113079089
"Ga0164294_100102712_GEODES005","Ga0164294_10010271","Eukaryota;unclassified Eukaryota;unclassified Eukaryota;","hypothetical protein",2,202779.973135966
"Ga0164294_1001027710_GEODES005","Ga0164294_10010277","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","photosynthetic reaction center L subunit",4,4311844.48330888
"Ga0164294_100102773_GEODES005","Ga0164294_10010277","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","chlorophyllide a reductase subunit X",7,1524335.37172598
"Ga0164294_100102774_GEODES005","Ga0164294_10010277","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","chlorophyllide a reductase subunit Y",7,2145815.27486886
NA,NA,NA,NA,4,NA
"Ga0164294_100102776_GEODES005","Ga0164294_10010277","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","hypothetical protein",4,14000726.2640002
"Ga0164294_100102778_GEODES005","Ga0164294_10010277","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","hypothetical protein",4,8305833.21135296
"Ga0164294_100102779_GEODES005","Ga0164294_10010277","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","Antenna complex alpha/beta subunit",4,5871536.06479181
"Ga0164294_100102953_GEODES005","Ga0164294_10010295","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","carbamoyl-phosphate synthase small subunit",2,580462.061996149
"Ga0164294_100102955_GEODES005","Ga0164294_10010295","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","carbamoyl-phosphate synthase large subunit",2,1464172.89888926
"Ga0164294_100103082_GEODES005","Ga0164294_10010308","NO CLASSIFICATION MH","TIR domain-containing protein",0,735381.751614819
"Ga0164294_100103302_GEODES005","Ga0164294_10010330","Bacteria;Armatimonadetes;","4-hydroxyphenylpyruvate dioxygenase",3,148336.569874456
"Ga0164294_100103593_GEODES005","Ga0164294_10010359","Bacteria;Proteobacteria;","hypothetical protein",3,82206.9162317864
"Ga0164294_100103852_GEODES005","Ga0164294_10010385","Bacteria;Actinobacteria;Actinobacteria;","polyribonucleotide nucleotidyltransferase",3,247043.581436309
"Ga0164294_100104713_GEODES005","Ga0164294_10010471","Bacteria;Proteobacteria;","Flagellar biosynthesis GTPase FlhF",1,674022.512746256
"Ga0164294_100105202_GEODES005","Ga0164294_10010520","NO CLASSIFICATION MH","Chromosome segregation ATPase/Chromosome segregation ATPase",4,379817.829583532
"Ga0164294_100105314_GEODES005","Ga0164294_10010531","Bacteria;Proteobacteria;","hypothetical protein",0,110278.635494727
"Ga0164294_100106705_GEODES005","Ga0164294_10010670","NO CLASSIFICATION MH","Superfamily II DNA and RNA helicase",3,201792.502068464
"Ga0164294_100106815_GEODES005","Ga0164294_10010681","Eukaryota;","structural maintenance of chromosome 2",4,789457.088976417
"Ga0164294_100107026_GEODES005","Ga0164294_10010702","Bacteria;","Uncharacterized conserved protein YndB, AHSA1/START domain",1,167785.566043356
"Ga0164294_100107132_GEODES005","Ga0164294_10010713","Bacteria;","TPR repeat",14,86986.7842524505
"Ga0164294_100107375_GEODES005","Ga0164294_10010737","NO CLASSIFICATION MH","PEP-CTERM motif-containing protein",3,285186.854292935
"Ga0164294_100109277_GEODES005","Ga0164294_10010927","Bacteria;","hypothetical protein",1,1074501.22164986
"Ga0164294_100109278_GEODES005","Ga0164294_10010927","Bacteria;","Predicted amidohydrolase",1,329310.690573678
"Ga0164294_100110423_GEODES005","Ga0164294_10011042","Bacteria;Actinobacteria;Actinobacteria;","K(+)-stimulated pyrophosphate-energized sodium pump",3,610146.279552677
"Ga0164294_100111464_GEODES005","Ga0164294_10011146","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;","large subunit ribosomal protein L34",1,162568.749660336
"Ga0164294_100111567_GEODES005","Ga0164294_10011156","Bacteria;Proteobacteria;","Serine protease, subtilisin family",3,825038.121230146
"Ga0164294_100111627_GEODES005","Ga0164294_10011162","Viruses;dsDNA viruses, no RNA stage;","Major capsid protein Gp23/Major capsid protein Gp23",2,109312.963178652
"Ga0164294_100112021_GEODES005","Ga0164294_10011202","NO CLASSIFICATION MH","protein of unknown function (DUF4347)/Tryptophan-rich Synechocystis species C-terminal domain-containing protein",12,160552.384909608
"Ga0164294_100112078_GEODES005","Ga0164294_10011207","Eukaryota;","succinyl-CoA synthetase beta subunit",7,50308.0859005985
"Ga0164294_100112423_GEODES005","Ga0164294_10011242","Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;","isocitrate dehydrogenase (NAD+)/isocitrate dehydrogenase",13,113972.064905205
"Ga0164294_100112442_GEODES005","Ga0164294_10011244","NO CLASSIFICATION MH","photosystem II PsbM protein",2,833244.725684574
"Ga0164294_100113349_GEODES005","Ga0164294_10011334","Bacteria;","propionyl-CoA carboxylase beta chain",1,534092.717691072
"Ga0164294_100114357_GEODES005","Ga0164294_10011435","Bacteria;","6-phosphofructokinase 1",1,914329.361509201
"Ga0164294_100114381_GEODES005","Ga0164294_10011438","Eukaryota;","Serine/threonine protein phosphatase PrpC/Serine/threonine protein phosphatase PrpC",4,392881.031550233
"Ga0164294_100114824_GEODES005","Ga0164294_10011482","NO CLASSIFICATION MH","hypothetical protein",7,861078.225195785
"Ga0164294_100115034_GEODES005","Ga0164294_10011503","NO CLASSIFICATION MH","Mannosyltransferase OCH1",14,213777.10767632
"Ga0164294_100115386_GEODES005","Ga0164294_10011538","Bacteria;Proteobacteria;","RNA recognition motif-containing protein",13,174058.618366307
"Ga0164294_1001156621_GEODES005","Ga0164294_10011566","NO CLASSIFICATION MH","hypothetical protein",3,816593.97979427
"Ga0164294_100115684_GEODES005","Ga0164294_10011568","Bacteria;Proteobacteria;","Protein of unknown function DUF115",3,151726.402777543
