"Gene","Genome","Taxonomy","Product","Cluster","Totals","Phylum"
"Ga0164296_100417610_GEODES057","Ga0164296_10041761","Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;","Cytochrome c553",2,822647.339982735,"Proteobacteria"
"Ga0164296_100417611_GEODES057","Ga0164296_10041761","Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;","MoxR-like ATPase",2,491477.55381069,"Proteobacteria"
"Ga0164296_100417711_GEODES057","Ga0164296_10041771","","hypothetical protein",1,140705.691913783,NA
"Ga0164296_10041778_GEODES057","Ga0164296_10041778","NO CLASSIFICATION MH","hypothetical protein",12,247561.620773884,"Unclassified"
"Ga0164296_10041782_GEODES057","Ga0164296_10041782","NO CLASSIFICATION MH","Threonine/homoserine/homoserine lactone efflux protein",2,118819.380158125,"Unclassified"
"Ga0164296_10041802_GEODES057","Ga0164296_10041802","NO CLASSIFICATION MH","Zinc-finger of C2H2 type",1,23641.6613655365,"Unclassified"
"Ga0164296_10041803_GEODES057","Ga0164296_10041803","None","hypothetical protein",5,170995.033505621,"Unclassified"
"Ga0164296_10041813_GEODES057","Ga0164296_10041813","NO CLASSIFICATION MH","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)",4,293185.546010868,"Unclassified"
"Ga0164296_10041835_GEODES057","Ga0164296_10041835","None","hypothetical protein",16,1306267.08149985,"Unclassified"
"Ga0164296_10041846_GEODES057","Ga0164296_10041846","NO CLASSIFICATION MH","translation initiation factor IF-2",2,1211751.38976337,"Unclassified"
"Ga0164296_100418816_GEODES057","Ga0164296_10041881","","hypothetical protein",16,60373.6157657724,NA
"Ga0164296_10041902_GEODES057","Ga0164296_10041902","NO CLASSIFICATION MH","nitrogen regulatory protein P-II 1",3,261962.815801648,"Unclassified"
"Ga0164296_10041949_GEODES057","Ga0164296_10041949","NO CLASSIFICATION MH","peptide/nickel transport system ATP-binding protein",9,65210.0268456673,"Unclassified"
"Ga0164296_10041952_GEODES057","Ga0164296_10041952","NO CLASSIFICATION MH","dGTPase",7,29234.9203017494,"Unclassified"
"Ga0164296_10041961_GEODES057","Ga0164296_10041961","NO CLASSIFICATION MH","hypothetical protein",11,1476160.46907842,"Unclassified"
"Ga0164296_10041972_GEODES057","Ga0164296_10041972","NO CLASSIFICATION MH","catalase",1,18443.4507915664,"Unclassified"
"Ga0164296_100419812_GEODES057","Ga0164296_10041981","NO CLASSIFICATION MH","hypothetical protein",14,14529.0914756331,"Unclassified"
"Ga0164296_10042062_GEODES057","Ga0164296_10042062","NO CLASSIFICATION MH","GTP-binding protein",14,17081.1167040126,"Unclassified"
"Ga0164296_100421710_GEODES057","Ga0164296_10042171","NO CLASSIFICATION MH","hypothetical protein",2,233716.536571941,"Unclassified"
"Ga0164296_10042172_GEODES057","Ga0164296_10042172","None","hypothetical protein",2,1639097.48134243,"Unclassified"
"Ga0164296_100422012_GEODES057","Ga0164296_10042201","Proteobacteria;Betaproteobacteria;Burkholderiales;","Crotonobetainyl-CoA:carnitine CoA-transferase CaiB",2,51545.4676180754,"Proteobacteria"
"Ga0164296_10042232_GEODES057","Ga0164296_10042232","NO CLASSIFICATION MH","Tripartite-type tricarboxylate transporter, receptor component TctC",1,20179.6114460238,"Unclassified"
"Ga0164296_10042243_GEODES057","Ga0164296_10042243","NO CLASSIFICATION MH","A/G-specific adenine glycosylase",2,68857.1993652753,"Unclassified"
"Ga0164296_10042289_GEODES057","Ga0164296_10042289","NO CLASSIFICATION MH","Molecular chaperone DnaK (HSP70)",4,76277.8697416857,"Unclassified"
"Ga0164296_10042317_GEODES057","Ga0164296_10042317","None","hypothetical protein",2,161109.364937229,"Unclassified"
"Ga0164296_10042319_GEODES057","Ga0164296_10042319","NO CLASSIFICATION MH","rhamnosyltransferase",4,200294.919891473,"Unclassified"
"Ga0164296_10042338_GEODES057","Ga0164296_10042338","NO CLASSIFICATION MH","hypothetical protein",4,23576.8330951479,"Unclassified"
"Ga0164296_100423523_GEODES057","Ga0164296_10042352","NO CLASSIFICATION MH","hypothetical protein",3,65887.2597776832,"Unclassified"
"Ga0164296_100424111_GEODES057","Ga0164296_10042411","NO CLASSIFICATION MH","hypothetical protein",3,42982.3334069867,"Unclassified"
"Ga0164296_100424321_GEODES057","Ga0164296_10042432","NO CLASSIFICATION MH","small subunit ribosomal protein S10",2,543556.524040128,"Unclassified"
"Ga0164296_100424712_GEODES057","Ga0164296_10042471","Proteobacteria;Betaproteobacteria;Burkholderiales;","ATP-binding protein involved in chromosome partitioning",2,549584.843545499,"Proteobacteria"
"Ga0164296_10042483_GEODES057","Ga0164296_10042483","NO CLASSIFICATION MH","aquaporin Z",8,17117.8529787485,"Unclassified"
"Ga0164296_100424910_GEODES057","Ga0164296_10042491","","Transglycosylase SLT domain-containing protein",4,184336.495821399,NA
"Ga0164296_100424920_GEODES057","Ga0164296_10042492","NO CLASSIFICATION MH","carbamoyltransferase",11,36995.3588422325,"Unclassified"
"Ga0164296_100425013_GEODES057","Ga0164296_10042501","","chaperonin GroEL",2,339109.747502984,NA
"Ga0164296_100426213_GEODES057","Ga0164296_10042621","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","Aspartate/methionine/tyrosine aminotransferase",7,17957.8343387096,"Proteobacteria"
"Ga0164296_10042666_GEODES057","Ga0164296_10042666","None","hypothetical protein",15,10418.1067514253,"Unclassified"
"Ga0164296_100427014_GEODES057","Ga0164296_10042701","NO CLASSIFICATION MH","centrosomal protein CEP104",0,255784.850343509,"Unclassified"
"Ga0164296_10042751_GEODES057","Ga0164296_10042751","NO CLASSIFICATION MH","Chaperone of endosialidase",13,68045.9094869632,"Unclassified"
"Ga0164296_10042776_GEODES057","Ga0164296_10042776","NO CLASSIFICATION MH","Winged helix DNA-binding domain-containing protein",13,147434.080025177,"Unclassified"
"Ga0164296_10042782_GEODES057","Ga0164296_10042782","NO CLASSIFICATION MH","uridine kinase",6,10491.5885339177,"Unclassified"
"Ga0164296_10042848_GEODES057","Ga0164296_10042848","NO CLASSIFICATION MH","P-loop containing NTP hydrolase pore-1/C-terminal domain on Strawberry notch homologue",18,454362.594258606,"Unclassified"
"Ga0164296_10042853_GEODES057","Ga0164296_10042853","NO CLASSIFICATION MH","3-oxoacyl-[acyl-carrier protein] reductase",4,482205.614325521,"Unclassified"
"Ga0164296_10042858_GEODES057","Ga0164296_10042858","NO CLASSIFICATION MH","uncharacterized protein",4,3048357.93125844,"Unclassified"
"Ga0164296_100428712_GEODES057","Ga0164296_10042871","Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;","epoxyqueuosine reductase",5,9643.79095821841,"Acidobacteria"
"Ga0164296_100428913_GEODES057","Ga0164296_10042891","NO CLASSIFICATION MH","hypothetical protein",2,202247.73995036,"Unclassified"
"Ga0164296_100429519_GEODES057","Ga0164296_10042951","NO CLASSIFICATION MH","hypothetical protein",9,262367.772760678,"Unclassified"
"Ga0164296_100429526_GEODES057","Ga0164296_10042952","NO CLASSIFICATION MH","ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase/ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase",2,312669.253963552,"Unclassified"
"Ga0164296_10042962_GEODES057","Ga0164296_10042962","NO CLASSIFICATION MH","Site-specific recombinase XerD",4,50633.8862970418,"Unclassified"
"Ga0164296_10042969_GEODES057","Ga0164296_10042969","NO CLASSIFICATION MH","branched-chain amino acid transport system permease protein",5,16308.1927933915,"Unclassified"
"Ga0164296_10042974_GEODES057","Ga0164296_10042974","NO CLASSIFICATION MH","acetolactate synthase-1/2/3 large subunit",9,11703.6350193399,"Unclassified"
"Ga0164296_10042987_GEODES057","Ga0164296_10042987","None","hypothetical protein",18,16194.5782786325,"Unclassified"
"Ga0164296_10043059_GEODES057","Ga0164296_10043059","NO CLASSIFICATION MH","hypothetical protein",23,23256.7933776497,"Unclassified"
"Ga0164296_100430810_GEODES057","Ga0164296_10043081","Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;","preprotein translocase subunit SecY",3,3938200.37930616,"Bacteroidetes"
"Ga0164296_100430811_GEODES057","Ga0164296_10043081","Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;","large subunit ribosomal protein L15",3,968225.763823251,"Bacteroidetes"
"Ga0164296_100430813_GEODES057","Ga0164296_10043081","Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;","small subunit ribosomal protein S5",3,2291601.55432429,"Bacteroidetes"
"Ga0164296_10043089_GEODES057","Ga0164296_10043089","NO CLASSIFICATION MH","methionyl aminopeptidase",3,629097.774132486,"Unclassified"
"Ga0164296_10043149_GEODES057","Ga0164296_10043149","NO CLASSIFICATION MH","branched-chain amino acid transport system permease protein",4,896720.843737214,"Unclassified"
"Ga0164296_10043171_GEODES057","Ga0164296_10043171","NO CLASSIFICATION MH","hypothetical protein",1,1667088.75605686,"Unclassified"
"Ga0164296_10043237_GEODES057","Ga0164296_10043237","NO CLASSIFICATION MH","large subunit ribosomal protein L19",3,362575.854961135,"Unclassified"
"Ga0164296_10043241_GEODES057","Ga0164296_10043241","NO CLASSIFICATION MH","negative elongation factor C/D",1,111733.856341714,"Unclassified"
"Ga0164296_100432611_GEODES057","Ga0164296_10043261","Proteobacteria;","4-hydroxy-4-methyl-2-oxoglutarate aldolase",3,479477.745897879,"Proteobacteria"
"Ga0164296_100432811_GEODES057","Ga0164296_10043281","","recombination protein RecA",4,898037.66474271,NA
"Ga0164296_100432817_GEODES057","Ga0164296_10043281","","stage V sporulation protein S",3,726482.217782545,NA
"Ga0164296_100432818_GEODES057","Ga0164296_10043281","","hypothetical protein",3,4167718.46023424,NA
"Ga0164296_10043282_GEODES057","Ga0164296_10043282","NO CLASSIFICATION MH","Superfamily II DNA or RNA helicase, SNF2 family",3,2570493.93781675,"Unclassified"
"Ga0164296_10043287_GEODES057","Ga0164296_10043287","None","hypothetical protein",4,6827464.95099133,"Unclassified"
"Ga0164296_100433217_GEODES057","Ga0164296_10043321","Proteobacteria;","cytochrome d ubiquinol oxidase subunit I",15,9571.348726864,"Proteobacteria"
"Ga0164296_10043343_GEODES057","Ga0164296_10043343","NO CLASSIFICATION MH","DNA-binding protein HU-beta",1,194148.864748218,"Unclassified"
"Ga0164296_10043371_GEODES057","Ga0164296_10043371","NO CLASSIFICATION MH","hypothetical protein",16,101194.006557946,"Unclassified"
"Ga0164296_10043396_GEODES057","Ga0164296_10043396","NO CLASSIFICATION MH","DNA polymerase-1",10,120641.953864326,"Unclassified"
"Ga0164296_10043417_GEODES057","Ga0164296_10043417","NO CLASSIFICATION MH","Uncharacterized conserved protein, DUF849 family",4,503889.128297903,"Unclassified"
"Ga0164296_10043427_GEODES057","Ga0164296_10043427","NO CLASSIFICATION MH","phosphoglycerate kinase",1,152991.726565227,"Unclassified"
"Ga0164296_10043443_GEODES057","Ga0164296_10043443","NO CLASSIFICATION MH","acetyl-CoA carboxylase, biotin carboxylase subunit",19,79671.401591564,"Unclassified"
"Ga0164296_10043456_GEODES057","Ga0164296_10043456","NO CLASSIFICATION MH","deoxyribodipyrimidine photo-lyase",1,114798.912965231,"Unclassified"
"Ga0164296_10043459_GEODES057","Ga0164296_10043459","None","hypothetical protein",1,20243.5875572855,"Unclassified"
"Ga0164296_100435013_GEODES057","Ga0164296_10043501","Bacteroidetes;","Core-2/I-Branching enzyme",13,60765.9381127772,"Bacteroidetes"
"Ga0164296_10043504_GEODES057","Ga0164296_10043504","NO CLASSIFICATION MH","hypothetical protein",2,2505392.34871433,"Unclassified"
"Ga0164296_10043602_GEODES057","Ga0164296_10043602","NO CLASSIFICATION MH","DNA-binding transcriptional regulator, AcrR family",2,1026729.03627685,"Unclassified"
"Ga0164296_10043606_GEODES057","Ga0164296_10043606","NO CLASSIFICATION MH","ferrochelatase",3,715774.796792416,"Unclassified"
"Ga0164296_100436910_GEODES057","Ga0164296_10043691","","Methyltransferase domain-containing protein/C-methyltransferase C-terminal domain-containing protein",2,250788.669728799,NA
"Ga0164296_100436912_GEODES057","Ga0164296_10043691","","Glycosyl transferases group 1",2,431406.342503673,NA
"Ga0164296_10043708_GEODES057","Ga0164296_10043708","NO CLASSIFICATION MH","PA14 domain-containing protein",4,163458.724089339,"Unclassified"
"Ga0164296_10043763_GEODES057","Ga0164296_10043763","NO CLASSIFICATION MH","ABC-2 type transport system ATP-binding protein",2,1215786.60450305,"Unclassified"
"Ga0164296_10043767_GEODES057","Ga0164296_10043767","NO CLASSIFICATION MH","isoleucyl-tRNA synthetase",2,14488492.0951727,"Unclassified"
"Ga0164296_10043771_GEODES057","Ga0164296_10043771","NO CLASSIFICATION MH","Concanavalin A-like lectin/glucanases superfamily protein",2,572952.990897118,"Unclassified"
"Ga0164296_100437812_GEODES057","Ga0164296_10043781","","succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase",9,53124.2997406886,NA
"Ga0164296_100438310_GEODES057","Ga0164296_10043831","NO CLASSIFICATION MH","Chromosome segregation ATPase",1,164515.204920762,"Unclassified"
"Ga0164296_10043864_GEODES057","Ga0164296_10043864","NO CLASSIFICATION MH","thiamine biosynthesis lipoprotein",11,53939.0535503507,"Unclassified"
"Ga0164296_10043932_GEODES057","Ga0164296_10043932","NO CLASSIFICATION MH","flagellar basal-body rod protein FlgF",1,487215.735886495,"Unclassified"
"Ga0164296_10043942_GEODES057","Ga0164296_10043942","None","hypothetical protein",4,235740.011287256,"Unclassified"
"Ga0164296_10044036_GEODES057","Ga0164296_10044036","NO CLASSIFICATION MH","large subunit ribosomal protein L13",4,3902997.10526208,"Unclassified"
"Ga0164296_10044042_GEODES057","Ga0164296_10044042","NO CLASSIFICATION MH","hypothetical protein",16,46289.9295582973,"Unclassified"
"Ga0164296_10044044_GEODES057","Ga0164296_10044044","NO CLASSIFICATION MH","maleylacetoacetate isomerase/maleylpyruvate isomerase",24,158586.284041258,"Unclassified"
"Ga0164296_10044084_GEODES057","Ga0164296_10044084","NO CLASSIFICATION MH","hypothetical protein",7,15866.6933545221,"Unclassified"
"Ga0164296_10044137_GEODES057","Ga0164296_10044137","None","Concanavalin A-like lectin/glucanases superfamily protein",1,85891.668215493,"Unclassified"
"Ga0164296_10044139_GEODES057","Ga0164296_10044139","None","Concanavalin A-like lectin/glucanases superfamily protein",1,388288.654472381,"Unclassified"
"Ga0164296_100441711_GEODES057","Ga0164296_10044171","NO CLASSIFICATION MH","hypothetical protein",3,1152271.81087986,"Unclassified"
"Ga0164296_10044178_GEODES057","Ga0164296_10044178","None","hypothetical protein",2,615726.559441137,"Unclassified"
"Ga0164296_10044217_GEODES057","Ga0164296_10044217","NO CLASSIFICATION MH","argininosuccinate lyase",2,120415.511407407,"Unclassified"
"Ga0164296_100442211_GEODES057","Ga0164296_10044221","Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;","diaminopimelate decarboxylase",17,138801.579364199,"Bacteroidetes"
"Ga0164296_10044278_GEODES057","Ga0164296_10044278","None","hypothetical protein",2,131849.222841376,"Unclassified"
"Ga0164296_10044286_GEODES057","Ga0164296_10044286","NO CLASSIFICATION MH","succinyl-CoA synthetase beta subunit",4,972479.8213922,"Unclassified"
"Ga0164296_100443216_GEODES057","Ga0164296_10044321","NO CLASSIFICATION MH","hypothetical protein",10,9295.45136520462,"Unclassified"
"Ga0164296_10044336_GEODES057","Ga0164296_10044336","NO CLASSIFICATION MH","Organic radical activating enzyme",2,203945.198335708,"Unclassified"
"Ga0164296_10044403_GEODES057","Ga0164296_10044403","NO CLASSIFICATION MH","ribose-phosphate pyrophosphokinase",5,60578.4330899308,"Unclassified"
"Ga0164296_10044419_GEODES057","Ga0164296_10044419","NO CLASSIFICATION MH","peptidoglycan glycosyltransferase",1,49875.1152193721,"Unclassified"
"Ga0164296_10044468_GEODES057","Ga0164296_10044468","NO CLASSIFICATION MH","putative hydrolase of the HAD superfamily",6,9161.16691501882,"Unclassified"
"Ga0164296_10044552_GEODES057","Ga0164296_10044552","NO CLASSIFICATION MH","dTDP-4-dehydrorhamnose 3,5-epimerase",5,39488.4023560307,"Unclassified"
"Ga0164296_10044557_GEODES057","Ga0164296_10044557","NO CLASSIFICATION MH","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A",5,73305.6635512821,"Unclassified"
"Ga0164296_100445815_GEODES057","Ga0164296_10044581","Proteobacteria;Betaproteobacteria;","Uncharacterized conserved protein",7,32916.5206242976,"Proteobacteria"
"Ga0164296_10044612_GEODES057","Ga0164296_10044612","NO CLASSIFICATION MH","chromate reductase",6,25272.0440528045,"Unclassified"
"Ga0164296_10044645_GEODES057","Ga0164296_10044645","NO CLASSIFICATION MH","3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)",5,42274.2875987384,"Unclassified"
"Ga0164296_10044647_GEODES057","Ga0164296_10044647","NO CLASSIFICATION MH","tetraacyldisaccharide 4'-kinase",5,57518.9906099481,"Unclassified"
"Ga0164296_10044656_GEODES057","Ga0164296_10044656","NO CLASSIFICATION MH","N-acyl-D-aspartate/D-glutamate deacylase/Dihydroorotase",4,554258.527302603,"Unclassified"
"Ga0164296_100446910_GEODES057","Ga0164296_10044691","Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;","hypothetical protein",6,14566.8907025937,"Proteobacteria"
"Ga0164296_10044696_GEODES057","Ga0164296_10044696","NO CLASSIFICATION MH","hypothetical protein",5,10029.110606599,"Unclassified"
"Ga0164296_100447010_GEODES057","Ga0164296_10044701","Proteobacteria;Alphaproteobacteria;","inosose dehydratase",14,59952.6381370154,"Proteobacteria"
"Ga0164296_100447110_GEODES057","Ga0164296_10044711","Proteobacteria;Alphaproteobacteria;","inosose dehydratase",1,281225.819146373,"Proteobacteria"
"Ga0164296_10044742_GEODES057","Ga0164296_10044742","None","DNA-binding beta-propeller fold protein YncE",9,32634.1527620243,"Unclassified"
"Ga0164296_10044772_GEODES057","Ga0164296_10044772","NO CLASSIFICATION MH","hypothetical protein",7,131755.438339758,"Unclassified"
"Ga0164296_10044821_GEODES057","Ga0164296_10044821","NO CLASSIFICATION MH","Transposase DDE domain-containing protein",19,79382.4790699184,"Unclassified"
"Ga0164296_10044853_GEODES057","Ga0164296_10044853","NO CLASSIFICATION MH","DNA gyrase subunit B",3,1043139.01259284,"Unclassified"
"Ga0164296_10044854_GEODES057","Ga0164296_10044854","NO CLASSIFICATION MH","hypothetical protein",15,64369.8445647981,"Unclassified"
"Ga0164296_10044878_GEODES057","Ga0164296_10044878","NO CLASSIFICATION MH","L-ribulokinase",5,98869.3022079927,"Unclassified"
"Ga0164296_10044894_GEODES057","Ga0164296_10044894","NO CLASSIFICATION MH","glutamyl-tRNA synthetase",0,24078.4189268371,"Unclassified"
"Ga0164296_100449412_GEODES057","Ga0164296_10044941","Proteobacteria;Betaproteobacteria;Burkholderiales;","tRNA threonylcarbamoyladenosine biosynthesis protein TsaE",10,23375.8041484598,"Proteobacteria"
"Ga0164296_100449911_GEODES057","Ga0164296_10044991","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;","hypothetical protein",18,220334.369238364,"Verrucomicrobia"
"Ga0164296_100449912_GEODES057","Ga0164296_10044991","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;","glutamate-1-semialdehyde 2,1-aminomutase",1,370781.285851377,"Verrucomicrobia"
"Ga0164296_100449916_GEODES057","Ga0164296_10044991","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;","Thiol-disulfide isomerase or thioredoxin/Peroxiredoxin",4,274510.792175215,"Verrucomicrobia"
"Ga0164296_10045031_GEODES057","Ga0164296_10045031","Proteobacteria;Betaproteobacteria;","peptidyl-prolyl cis-trans isomerase SurA",2,62549.1723359609,"Proteobacteria"
"Ga0164296_10045036_GEODES057","Ga0164296_10045036","NO CLASSIFICATION MH","glycyl-tRNA synthetase beta chain",2,168212.819939337,"Unclassified"
"Ga0164296_100450413_GEODES057","Ga0164296_10045041","","hypothetical protein",1,77050.4092984896,NA
"Ga0164296_10045042_GEODES057","Ga0164296_10045042","NO CLASSIFICATION MH","Polyketide cyclase / dehydrase and lipid transport",4,80425.2249150459,"Unclassified"
"Ga0164296_10045063_GEODES057","Ga0164296_10045063","NO CLASSIFICATION MH","nitrogen regulatory protein P-II 2",7,113554.69752543,"Unclassified"
"Ga0164296_100450813_GEODES057","Ga0164296_10045081","NO CLASSIFICATION MH","hypothetical protein",5,23801.6652514368,"Unclassified"
"Ga0164296_10045088_GEODES057","Ga0164296_10045088","NO CLASSIFICATION MH","ribosomal RNA-processing protein 12",1,609871.597272762,"Unclassified"
"Ga0164296_100450911_GEODES057","Ga0164296_10045091","NO CLASSIFICATION MH","hypothetical protein",2,301443.353228991,"Unclassified"
"Ga0164296_100451110_GEODES057","Ga0164296_10045111","Proteobacteria;","Crotonobetainyl-CoA:carnitine CoA-transferase CaiB",5,90535.5032406036,"Proteobacteria"
"Ga0164296_10045124_GEODES057","Ga0164296_10045124","NO CLASSIFICATION MH","glutathione synthase",4,1473386.768155,"Unclassified"
"Ga0164296_10045126_GEODES057","Ga0164296_10045126","NO CLASSIFICATION MH","threonyl-tRNA synthetase",4,1827403.5100669,"Unclassified"
"Ga0164296_10045132_GEODES057","Ga0164296_10045132","NO CLASSIFICATION MH","enoyl-[acyl-carrier protein] reductase I",1,164967.994209406,"Unclassified"
"Ga0164296_10045144_GEODES057","Ga0164296_10045144","NO CLASSIFICATION MH","hypothetical protein",0,461694.343395113,"Unclassified"
"Ga0164296_100451813_GEODES057","Ga0164296_10045181","NO CLASSIFICATION MH","NHL repeat-containing protein",2,31431.9321642413,"Unclassified"
"Ga0164296_10045217_GEODES057","Ga0164296_10045217","NO CLASSIFICATION MH","betaine-aldehyde dehydrogenase",2,106570.512211527,"Unclassified"
"Ga0164296_10045238_GEODES057","Ga0164296_10045238","NO CLASSIFICATION MH","sulfoxide reductase heme-binding subunit YedZ",6,29593.4177529305,"Unclassified"
"Ga0164296_100452611_GEODES057","Ga0164296_10045261","Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;","NADH-quinone oxidoreductase subunit E",13,30632.7095805617,"Actinobacteria"
"Ga0164296_100452810_GEODES057","Ga0164296_10045281","NO CLASSIFICATION MH","hypothetical protein",5,9755.57292182624,"Unclassified"
"Ga0164296_10045306_GEODES057","Ga0164296_10045306","NO CLASSIFICATION MH","Zinc carboxypeptidase",1,132049.01953372,"Unclassified"
"Ga0164296_10045307_GEODES057","Ga0164296_10045307","NO CLASSIFICATION MH","hypothetical protein",1,108644.883860164,"Unclassified"
"Ga0164296_10045363_GEODES057","Ga0164296_10045363","NO CLASSIFICATION MH","Protein of unknown function (DUF3353)",18,48615.5098499659,"Unclassified"
"Ga0164296_10045368_GEODES057","Ga0164296_10045368","NO CLASSIFICATION MH","glutamine synthetase",18,2351578.81571101,"Unclassified"
"Ga0164296_10045369_GEODES057","Ga0164296_10045369","NO CLASSIFICATION MH","Glutamine synthetase type III",18,239521.851105491,"Unclassified"
"Ga0164296_100453710_GEODES057","Ga0164296_10045371","","succinyl-CoA synthetase beta subunit",1,392639.171959026,NA
"Ga0164296_100453711_GEODES057","Ga0164296_10045371","","succinyl-CoA synthetase alpha subunit",1,204903.617613359,NA
"Ga0164296_100453713_GEODES057","Ga0164296_10045371","","nucleoside-diphosphate kinase",4,201216.739284704,NA
"Ga0164296_10045379_GEODES057","Ga0164296_10045379","NO CLASSIFICATION MH","malate dehydrogenase",1,597573.722850835,"Unclassified"
"Ga0164296_100453810_GEODES057","Ga0164296_10045381","NO CLASSIFICATION MH","Superfamily II DNA and RNA helicase/Superfamily II DNA and RNA helicase",1,47053.576689561,"Unclassified"
"Ga0164296_100454013_GEODES057","Ga0164296_10045401","Proteobacteria;Alphaproteobacteria;Rhizobiales;","Uncharacterized conserved protein, LabA/DUF88 family",2,270637.642598055,"Proteobacteria"
"Ga0164296_10045402_GEODES057","Ga0164296_10045402","None","hypothetical protein",4,30125.781395099,"Unclassified"
"Ga0164296_10045514_GEODES057","Ga0164296_10045514","None","hypothetical protein",4,784305.920083219,"Unclassified"
"Ga0164296_10045515_GEODES057","Ga0164296_10045515","None","hypothetical protein",2,607102.248473332,"Unclassified"
"Ga0164296_10045581_GEODES057","Ga0164296_10045581","Chlorophyta;","(p)ppGpp synthase/hydrolase, HD superfamily",1,544426.58581474,"Chlorophyta"
"Ga0164296_10045608_GEODES057","Ga0164296_10045608","NO CLASSIFICATION MH","membrane protease subunit HflC",12,133017.451825365,"Unclassified"
"Ga0164296_10045657_GEODES057","Ga0164296_10045657","NO CLASSIFICATION MH","Right handed beta helix region/Chondroitinase B",7,44016.8816169984,"Unclassified"
"Ga0164296_10045678_GEODES057","Ga0164296_10045678","NO CLASSIFICATION MH","hypothetical protein",10,45221.3719636111,"Unclassified"
"Ga0164296_100457310_GEODES057","Ga0164296_10045731","NO CLASSIFICATION MH","phosphatidylserine decarboxylase",3,441834.269274869,"Unclassified"
"Ga0164296_100457411_GEODES057","Ga0164296_10045741","Proteobacteria;Alphaproteobacteria;Rhizobiales;","hypothetical protein",1,65716.6028367163,"Proteobacteria"
"Ga0164296_10045845_GEODES057","Ga0164296_10045845","NO CLASSIFICATION MH","chorismate--pyruvate lyase",7,55555.3371777596,"Unclassified"
"Ga0164296_10045864_GEODES057","Ga0164296_10045864","NO CLASSIFICATION MH","two-component system, cell cycle response regulator CtrA",8,21093.0675234218,"Unclassified"
"Ga0164296_10045869_GEODES057","Ga0164296_10045869","NO CLASSIFICATION MH","hydroxyquinol 1,2-dioxygenase",5,129726.34266098,"Unclassified"
"Ga0164296_100459010_GEODES057","Ga0164296_10045901","NO CLASSIFICATION MH","bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase",3,77883.7164918567,"Unclassified"
"Ga0164296_100459615_GEODES057","Ga0164296_10045961","NO CLASSIFICATION MH","Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX",2,41060.0195562402,"Unclassified"
"Ga0164296_100459616_GEODES057","Ga0164296_10045961","NO CLASSIFICATION MH","hypothetical protein",11,109601.580588168,"Unclassified"
"Ga0164296_10045963_GEODES057","Ga0164296_10045963","NO CLASSIFICATION MH","Glycosyltransferase involved in cell wall bisynthesis",3,41009.3416373933,"Unclassified"
"Ga0164296_10046005_GEODES057","Ga0164296_10046005","NO CLASSIFICATION MH","3-hydroxyacyl-[acyl-carrier-protein] dehydratase",2,120507.041298399,"Unclassified"
"Ga0164296_10046007_GEODES057","Ga0164296_10046007","NO CLASSIFICATION MH","outer membrane protein",2,756501.393908684,"Unclassified"
"Ga0164296_10046008_GEODES057","Ga0164296_10046008","NO CLASSIFICATION MH","outer membrane protein insertion porin family",2,1440628.73941604,"Unclassified"
"Ga0164296_10046015_GEODES057","Ga0164296_10046015","None","hypothetical protein",1,51652.7241181463,"Unclassified"
"Ga0164296_10046016_GEODES057","Ga0164296_10046016","None","hypothetical protein",1,27978.7488825818,"Unclassified"
"Ga0164296_100460213_GEODES057","Ga0164296_10046021","NO CLASSIFICATION MH","hypothetical protein",9,519972.726944605,"Unclassified"
"Ga0164296_10046036_GEODES057","Ga0164296_10046036","NO CLASSIFICATION MH","cell division protein FtsA",4,78630.4458526299,"Unclassified"
"Ga0164296_10046038_GEODES057","Ga0164296_10046038","NO CLASSIFICATION MH","UDP-N-acetylmuramate--alanine ligase",1,100641.627682751,"Unclassified"
