"Gene","Genome","Taxonomy","Product","Cluster","Totals"
NA,NA,NA,NA,1,NA
NA,NA,NA,NA,2,NA
"Ga0164296_100187213_GEODES057","Ga0164296_10018721","Bacteria;","KUP system potassium uptake protein",2,2760133.17950333
"Ga0164296_100187310_GEODES057","Ga0164296_10018731","Bacteria;Proteobacteria;","Cadherin-like beta sandwich domain-containing protein",3,103169.646987255
NA,NA,NA,NA,3,NA
"Ga0164296_10018968_GEODES057","Ga0164296_10018968","NO CLASSIFICATION MH","Predicted arabinose efflux permease, MFS family",7,241213.441929278
"Ga0164296_100190616_GEODES057","Ga0164296_10019061","Eukaryota;","hypothetical protein",4,25768.7770199055
"Ga0164296_100190914_GEODES057","Ga0164296_10019091","Bacteria;","two-component system, cell cycle sensor histidine kinase and response regulator CckA",2,964152.757602485
"Ga0164296_10019099_GEODES057","Ga0164296_10019099","None","hypothetical protein",1,354710.705252121
"Ga0164296_10019213_GEODES057","Ga0164296_10019213","NO CLASSIFICATION MH","hypothetical protein",2,15677625.8875005
"Ga0164296_10019215_GEODES057","Ga0164296_10019215","NO CLASSIFICATION MH","5-formyltetrahydrofolate cyclo-ligase",1,527683.351259257
"Ga0164296_100192912_GEODES057","Ga0164296_10019291","NO CLASSIFICATION MH","hypothetical protein",3,181808.681405192
"Ga0164296_10019297_GEODES057","Ga0164296_10019297","NO CLASSIFICATION MH","DNA mismatch repair protein MSH2",10,166640.857815619
"Ga0164296_100193621_GEODES057","Ga0164296_10019362","Bacteria;Actinobacteria;","xanthine dehydrogenase accessory factor",6,119414.256259037
"Ga0164296_100194112_GEODES057","Ga0164296_10019411","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","elongation factor P",1,999058.257526854
"Ga0164296_10019418_GEODES057","Ga0164296_10019418","NO CLASSIFICATION MH","gluconate 2-dehydrogenase",2,203051.595778008
"Ga0164296_100194417_GEODES057","Ga0164296_10019441","Bacteria;Proteobacteria;Alphaproteobacteria;","ABC-type branched-chain amino acid transport system, ATPase component/ABC-type branched-chain amino acid transport system, ATPase component/ABC-type branched-chain amino acid transport system, permease component",3,402751.942547199
"Ga0164296_100194811_GEODES057","Ga0164296_10019481","Bacteria;Proteobacteria;Alphaproteobacteria;","TRAP-type C4-dicarboxylate transport system, substrate-binding protein",3,263517.387498736
"Ga0164296_10019487_GEODES057","Ga0164296_10019487","NO CLASSIFICATION MH","acyl carrier protein",2,1556040.82651945
"Ga0164296_10019489_GEODES057","Ga0164296_10019489","NO CLASSIFICATION MH","UPF0755 protein",14,233838.09179885
"Ga0164296_10019591_GEODES057","Ga0164296_10019591","NO CLASSIFICATION MH","protein of unknown function, DUF285/protein of unknown function, DUF285/repeat domain (List_Bact_rpt)/repeat domain (List_Bact_rpt)/repeat domain (List_Bact_rpt)/repeat domain (List_Bact_rpt)",2,767304.207343047
"Ga0164296_100196520_GEODES057","Ga0164296_10019652","None","hypothetical protein",10,51209.9968883752
"Ga0164296_100196617_GEODES057","Ga0164296_10019661","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;","Gentisate 1,2-dioxygenase",2,304457.343863817
"Ga0164296_10019663_GEODES057","Ga0164296_10019663","NO CLASSIFICATION MH","fructose-bisphosphate aldolase, class II",1,139458.533800611
NA,NA,NA,NA,3,NA
NA,NA,NA,NA,1,NA
NA,NA,NA,NA,6,NA
NA,NA,NA,NA,3,NA
"Ga0164296_10019795_GEODES057","Ga0164296_10019795","NO CLASSIFICATION MH","ribonuclease G",3,425419.979136569
"Ga0164296_100198211_GEODES057","Ga0164296_10019821","Bacteria;Proteobacteria;","methionyl-tRNA synthetase",3,1140955.49531649
"Ga0164296_10019878_GEODES057","Ga0164296_10019878","NO CLASSIFICATION MH","HEAT repeat",1,326010.159916367
"Ga0164296_10019955_GEODES057","Ga0164296_10019955","NO CLASSIFICATION MH","2-aminoadipate transaminase",3,305992.910451247
"Ga0164296_10019959_GEODES057","Ga0164296_10019959","NO CLASSIFICATION MH","Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)",3,580681.936644694
"Ga0164296_100200111_GEODES057","Ga0164296_10020011","Bacteria;","dTDP-4-dehydrorhamnose 3,5-epimerase",2,6876808.55798253
"Ga0164296_100200115_GEODES057","Ga0164296_10020011","Bacteria;","hypothetical protein",2,1398168.60166627
"Ga0164296_100200120_GEODES057","Ga0164296_10020012","NO CLASSIFICATION MH","aspartate-semialdehyde dehydrogenase",2,13245903.3487965
"Ga0164296_10020018_GEODES057","Ga0164296_10020018","NO CLASSIFICATION MH","UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase",2,12678989.106943
"Ga0164296_10020052_GEODES057","Ga0164296_10020052","Viruses;dsDNA viruses, no RNA stage;unclassified dsDNA viruses, no RNA stage;","hypothetical protein",1,342322.641329403
"Ga0164296_10020059_GEODES057","Ga0164296_10020059","NO CLASSIFICATION MH","hypothetical protein",1,151511.407793881
NA,NA,NA,NA,3,NA
NA,NA,NA,NA,1,NA
NA,NA,NA,NA,1,NA
"Ga0164296_10020164_GEODES057","Ga0164296_10020164","None","hypothetical protein",2,501462.878156589
"Ga0164296_10020169_GEODES057","Ga0164296_10020169","NO CLASSIFICATION MH","hypothetical protein",2,794882.10379888
"Ga0164296_10020178_GEODES057","Ga0164296_10020178","NO CLASSIFICATION MH","excinuclease ABC subunit B",1,387762.807695937
"Ga0164296_10020186_GEODES057","Ga0164296_10020186","NO CLASSIFICATION MH","phosphoribosylaminoimidazole-succinocarboxamide synthase",4,532130.429259124
NA,NA,NA,NA,3,NA
"Ga0164296_10020212_GEODES057","Ga0164296_10020212","NO CLASSIFICATION MH","recombination protein RecA",4,1941313.2038414
"Ga0164296_10020264_GEODES057","Ga0164296_10020264","NO CLASSIFICATION MH","hypothetical protein",0,144889.022622553
"Ga0164296_100203115_GEODES057","Ga0164296_10020311","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;","F-type H+-transporting ATPase subunit epsilon",1,3555428.31529423
"Ga0164296_100203116_GEODES057","Ga0164296_10020311","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;","hypothetical protein",1,535239.614727658
"Ga0164296_10020317_GEODES057","Ga0164296_10020317","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit a",2,4701232.53781553
"Ga0164296_10020324_GEODES057","Ga0164296_10020324","NO CLASSIFICATION MH","Methyltransferase domain-containing protein",1,284799.113025844
"Ga0164296_10020377_GEODES057","Ga0164296_10020377","None","hypothetical protein",1,88700.2673820873
"Ga0164296_100203817_GEODES057","Ga0164296_10020381","NO CLASSIFICATION MH","hypothetical protein",2,760416.717025279
"Ga0164296_100203820_GEODES057","Ga0164296_10020382","None","hypothetical protein",1,318670.248664877
"Ga0164296_10020455_GEODES057","Ga0164296_10020455","NO CLASSIFICATION MH","exo-1,4-beta-D-glucosaminidase",4,100370.15421066
"Ga0164296_100204812_GEODES057","Ga0164296_10020481","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","segregation and condensation protein B",1,309879.6858543
"Ga0164296_100205415_GEODES057","Ga0164296_10020541","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;","Uncharacterized conserved protein, DUF885 familyt",6,256825.681699856
"Ga0164296_100205610_GEODES057","Ga0164296_10020561","Bacteria;Proteobacteria;Alphaproteobacteria;","4-hydroxy-2-oxoheptanedioate aldolase",3,1953421.64980103
"Ga0164296_100205613_GEODES057","Ga0164296_10020561","Bacteria;Proteobacteria;Alphaproteobacteria;","succinyl-CoA:(S)-malate CoA-transferase subunit B",3,207849.192086848
"Ga0164296_10020584_GEODES057","Ga0164296_10020584","NO CLASSIFICATION MH","Triose-phosphate Transporter family protein",4,23921.5161831372
"Ga0164296_10020586_GEODES057","Ga0164296_10020586","NO CLASSIFICATION MH","solute carrier family 35, member E1",4,153445.6381577
"Ga0164296_10020595_GEODES057","Ga0164296_10020595","NO CLASSIFICATION MH","hippurate hydrolase",4,373989.9334229
"Ga0164296_10020644_GEODES057","Ga0164296_10020644","NO CLASSIFICATION MH","Dolichyl-phosphate-mannose-protein mannosyltransferase",2,309256.334511714
"Ga0164296_100206817_GEODES057","Ga0164296_10020681","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;","small subunit ribosomal protein S20",3,754914.442620452
NA,NA,NA,NA,2,NA
NA,NA,NA,NA,2,NA
NA,NA,NA,NA,2,NA
"Ga0164296_100207422_GEODES057","Ga0164296_10020742","NO CLASSIFICATION MH","hypothetical protein",1,356226.163817942
"Ga0164296_10020765_GEODES057","Ga0164296_10020765","NO CLASSIFICATION MH","aconitate hydratase",4,680816.421893307
"Ga0164296_10020791_GEODES057","Ga0164296_10020791","Bacteria;Proteobacteria;Alphaproteobacteria;","UDP-glucuronate 4-epimerase",4,122358.698596359
"Ga0164296_100208310_GEODES057","Ga0164296_10020831","Bacteria;Acidobacteria;Acidobacteriia;","large subunit ribosomal protein L9",3,430648.454052447
"Ga0164296_100209316_GEODES057","Ga0164296_10020931","NO CLASSIFICATION LP","tryptophan halogenase",4,114778.035731812
"Ga0164296_10020939_GEODES057","Ga0164296_10020939","NO CLASSIFICATION MH","Chaperone of endosialidase",4,469398.462530989
"Ga0164296_10020961_GEODES057","Ga0164296_10020961","Bacteria;Bacteroidetes;","Signal transduction histidine kinase",1,108749.271079978
"Ga0164296_10020966_GEODES057","Ga0164296_10020966","NO CLASSIFICATION MH","Glycosyltransferase, GT2 family",2,193920.00712315
"Ga0164296_100210113_GEODES057","Ga0164296_10021011","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;","CarboxypepD_reg-like domain-containing protein",1,2109438.02931817
"Ga0164296_100210316_GEODES057","Ga0164296_10021031","Bacteria;Proteobacteria;Betaproteobacteria;","NADPH2 dehydrogenase",4,613566.748212768
"Ga0164296_100212215_GEODES057","Ga0164296_10021221","Bacteria;Proteobacteria;Alphaproteobacteria;","Predicted oxidoreductase",3,226784.447723456
"Ga0164296_10021228_GEODES057","Ga0164296_10021228","NO CLASSIFICATION MH","host factor-I protein",3,376400.069786806
"Ga0164296_10021263_GEODES057","Ga0164296_10021263","NO CLASSIFICATION MH","hypothetical protein",2,4916777.19578868
"Ga0164296_10021281_GEODES057","Ga0164296_10021281","Bacteria;Proteobacteria;","Cytochrome c7",4,3131038.22724225
"Ga0164296_10021282_GEODES057","Ga0164296_10021282","None","hypothetical protein",4,371148.183140266
"Ga0164296_10021308_GEODES057","Ga0164296_10021308","NO CLASSIFICATION MH","GDP-L-fucose synthase",7,526135.569638709
"Ga0164296_100213314_GEODES057","Ga0164296_10021331","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;","small subunit ribosomal protein S16",1,1335531.74372643
"Ga0164296_100213411_GEODES057","Ga0164296_10021341","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;","DNA topoisomerase-1",2,434088.531109142
"Ga0164296_10021347_GEODES057","Ga0164296_10021347","NO CLASSIFICATION MH","Cytochrome c556",1,316668.172840336
"Ga0164296_10021351_GEODES057","Ga0164296_10021351","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;","large subunit ribosomal protein L35",1,976586.610404104
"Ga0164296_10021352_GEODES057","Ga0164296_10021352","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;","large subunit ribosomal protein L20",1,1451753.71776002
"Ga0164296_10021371_GEODES057","Ga0164296_10021371","Eukaryota;","hypothetical protein",4,353623.729605805
"Ga0164296_100213710_GEODES057","Ga0164296_10021371","Eukaryota;","pyruvate kinase",10,103691.823400342
"Ga0164296_10021373_GEODES057","Ga0164296_10021373","None","hypothetical protein",3,49473.2423953552
"Ga0164296_100215212_GEODES057","Ga0164296_10021521","Bacteria;","hypothetical protein",4,234281.373451458
"Ga0164296_100215213_GEODES057","Ga0164296_10021521","Bacteria;","alpha-L-fucosidase 2",3,60331.5990447817
"Ga0164296_100215214_GEODES057","Ga0164296_10021521","Bacteria;","protein of unknown function (DUF303)",8,184253.39345867
"Ga0164296_10021533_GEODES057","Ga0164296_10021533","NO CLASSIFICATION MH","large subunit ribosomal protein L13e",3,405899.402768548
"Ga0164296_100215613_GEODES057","Ga0164296_10021561","Bacteria;","Type II secretory pathway, pseudopilin PulG",2,990942.671334059
"Ga0164296_10021562_GEODES057","Ga0164296_10021562","NO CLASSIFICATION MH","serine protease Do",2,6186126.79394979
"Ga0164296_10021565_GEODES057","Ga0164296_10021565","NO CLASSIFICATION MH","Chromosome segregation ATPase",2,4052483.22403793
"Ga0164296_100215710_GEODES057","Ga0164296_10021571","Bacteria;Proteobacteria;","phthalate 4,5-dioxygenase reductase subunit",2,563579.63169501
"Ga0164296_10021577_GEODES057","Ga0164296_10021577","NO CLASSIFICATION MH","GST-like protein",1,200851.05980956
"Ga0164296_100215916_GEODES057","Ga0164296_10021591","NO CLASSIFICATION MH","hypothetical protein",1,573790.973857669
"Ga0164296_10021597_GEODES057","Ga0164296_10021597","None","hypothetical protein",1,3804866.00680486
"Ga0164296_100216016_GEODES057","Ga0164296_10021601","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","elongation factor P",2,304616.856081041
NA,NA,NA,NA,3,NA
"Ga0164296_100216914_GEODES057","Ga0164296_10021691","Bacteria;Actinobacteria;","large subunit ribosomal protein L7/L12",1,424803.122930076
"Ga0164296_10021723_GEODES057","Ga0164296_10021723","NO CLASSIFICATION MH","Rhodanese-related sulfurtransferase",1,279769.054342936
"Ga0164296_10021727_GEODES057","Ga0164296_10021727","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit epsilon",1,267241.897971061
"Ga0164296_100217620_GEODES057","Ga0164296_10021762","NO CLASSIFICATION MH","hypothetical protein",1,296722.029506137
"Ga0164296_100217712_GEODES057","Ga0164296_10021771","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;","isoleucyl-tRNA synthetase",1,2957061.21560327
"Ga0164296_100218416_GEODES057","Ga0164296_10021841","Bacteria;Proteobacteria;Alphaproteobacteria;","3-carboxy-cis,cis-muconate cycloisomerase",3,228661.890653736
"Ga0164296_10021859_GEODES057","Ga0164296_10021859","NO CLASSIFICATION MH","Collagenase-like protease, PrtC family/Collagenase-like protease, PrtC family",4,221986.934401019
"Ga0164296_10021916_GEODES057","Ga0164296_10021916","NO CLASSIFICATION MH","Dihydropteroate synthase",3,125443.347156598
"Ga0164296_100219419_GEODES057","Ga0164296_10021941","Bacteria;Proteobacteria;Gammaproteobacteria;","Small-conductance mechanosensitive channel",0,148954.135331112
"Ga0164296_10021946_GEODES057","Ga0164296_10021946","NO CLASSIFICATION MH","Uncharacterized membrane protein, oligopeptide transporter (OPT) family",4,328554.494972511
"Ga0164296_100219619_GEODES057","Ga0164296_10021961","NO CLASSIFICATION MH","virus major capsid protein/Major capsid protein N-terminus",4,490042.122903089
"Ga0164296_100220023_GEODES057","Ga0164296_10022002","Bacteria;Proteobacteria;","Small-conductance mechanosensitive channel",4,88339.789115339
"Ga0164296_100220110_GEODES057","Ga0164296_10022011","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;","integration host factor subunit beta",1,207300.619059199
"Ga0164296_100220118_GEODES057","Ga0164296_10022011","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;","DNA gyrase subunit A",1,1024170.05081601
"Ga0164296_100220327_GEODES057","Ga0164296_10022032","Bacteria;","hypothetical protein",1,119432.682865572
"Ga0164296_100220518_GEODES057","Ga0164296_10022051","Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;","CTP synthase",3,310966.833041945
"Ga0164296_10022082_GEODES057","Ga0164296_10022082","NO CLASSIFICATION MH","hypothetical protein",1,524606.494887348
"Ga0164296_10022087_GEODES057","Ga0164296_10022087","None","hypothetical protein",1,697286.584011691
"Ga0164296_100221211_GEODES057","Ga0164296_10022121","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;","5-(carboxyamino)imidazole ribonucleotide synthase",3,158998.986904351
"Ga0164296_10022123_GEODES057","Ga0164296_10022123","NO CLASSIFICATION MH","biofilm PGA synthesis N-glycosyltransferase PgaC",6,130999.579782809
"Ga0164296_10022211_GEODES057","Ga0164296_10022211","Bacteria;Bacteroidetes;","hypothetical protein",1,168897.039644202
"Ga0164296_10022239_GEODES057","Ga0164296_10022239","NO CLASSIFICATION MH","hypothetical protein",4,172181.86644593
NA,NA,NA,NA,1,NA
NA,NA,NA,NA,1,NA
"Ga0164296_10022277_GEODES057","Ga0164296_10022277","None","hypothetical protein",1,59686.2119488994
"Ga0164296_100223016_GEODES057","Ga0164296_10022301","Bacteria;Proteobacteria;Alphaproteobacteria;","2-methylfumaryl-CoA isomerase",6,238331.325559227
"Ga0164296_100223312_GEODES057","Ga0164296_10022331","NO CLASSIFICATION MH","brefeldin A-inhibited guanine nucleotide-exchange protein",4,1089019.42644766
"Ga0164296_10022342_GEODES057","Ga0164296_10022342","NO CLASSIFICATION MH","phosphoribosylformylglycinamidine cyclo-ligase",2,12020807.9180646
"Ga0164296_10022344_GEODES057","Ga0164296_10022344","NO CLASSIFICATION MH","Beta-galactosidase GanA",2,2410930.86667309
"Ga0164296_10022349_GEODES057","Ga0164296_10022349","NO CLASSIFICATION MH","inorganic phosphate transporter, PiT family",2,2013979.97399249
"Ga0164296_100223511_GEODES057","Ga0164296_10022351","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;","large subunit ribosomal protein L19",1,2641899.6507606
"Ga0164296_100223513_GEODES057","Ga0164296_10022351","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;","adenosylcobinamide-phosphate synthase",2,338008.716820351
"Ga0164296_10022408_GEODES057","Ga0164296_10022408","NO CLASSIFICATION MH","Uncharacterized conserved protein, contains LysM and FecR  domains",3,1357157.50225404
"Ga0164296_100224114_GEODES057","Ga0164296_10022411","Bacteria;Proteobacteria;","malate dehydrogenase",3,318026.502815384
"Ga0164296_100224522_GEODES057","Ga0164296_10022452","NO CLASSIFICATION MH","hypothetical protein",3,155267.380460265
"Ga0164296_100226014_GEODES057","Ga0164296_10022601","Bacteria;","hypothetical protein",6,184627.956758147
"Ga0164296_10022603_GEODES057","Ga0164296_10022603","None","hypothetical protein",1,100087.237506017
"Ga0164296_10022608_GEODES057","Ga0164296_10022608","NO CLASSIFICATION MH","carboxyl-terminal processing protease",1,308976.662465475
"Ga0164296_100226115_GEODES057","Ga0164296_10022611","NO CLASSIFICATION LP","hypothetical protein",1,243613.748018307
NA,NA,NA,NA,1,NA
NA,NA,NA,NA,1,NA
"Ga0164296_100226613_GEODES057","Ga0164296_10022661","Bacteria;Proteobacteria;","4-hydroxy-3-polyprenylbenzoate decarboxylase",1,722888.190882197
"Ga0164296_100227118_GEODES057","Ga0164296_10022711","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;","5-(carboxyamino)imidazole ribonucleotide synthase",3,173323.074008649
"Ga0164296_100227717_GEODES057","Ga0164296_10022771","Bacteria;Proteobacteria;Alphaproteobacteria;","lysyl-tRNA synthetase, class 1",3,334563.867597893
NA,NA,NA,NA,1,NA
"Ga0164296_100228216_GEODES057","Ga0164296_10022821","Bacteria;Proteobacteria;Gammaproteobacteria;","exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",4,163600.240723586
"Ga0164296_100228420_GEODES057","Ga0164296_10022842","Bacteria;Proteobacteria;Alphaproteobacteria;","site-specific DNA-methyltransferase (adenine-specific)",3,179099.540595275
"Ga0164296_10022955_GEODES057","Ga0164296_10022955","NO CLASSIFICATION MH","chromosome partitioning protein",1,38566.0661868164
"Ga0164296_100229916_GEODES057","Ga0164296_10022991","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;","tRNA uridine 5-carboxymethylaminomethyl modification enzyme",8,369757.235673231
"Ga0164296_10023025_GEODES057","Ga0164296_10023025","NO CLASSIFICATION MH","hypothetical protein",4,267766.289385503
"Ga0164296_10023061_GEODES057","Ga0164296_10023061","Eukaryota;","Proteasome-substrate-size regulator, mid region",4,600398.531440527
"Ga0164296_100231917_GEODES057","Ga0164296_10023191","Bacteria;Proteobacteria;","hypothetical protein",3,583395.545732921
NA,NA,NA,NA,1,NA
"Ga0164296_100232415_GEODES057","Ga0164296_10023241","Bacteria;Proteobacteria;","Pectate lyase superfamily protein",1,2114195.97432947
"Ga0164296_10023258_GEODES057","Ga0164296_10023258","NO CLASSIFICATION MH","nucleobase:cation symporter-1, NCS1 family",3,125171.778371799
"Ga0164296_10023302_GEODES057","Ga0164296_10023302","NO CLASSIFICATION MH","hypothetical protein",2,735181.968284435
"Ga0164296_100233313_GEODES057","Ga0164296_10023331","Bacteria;","hypothetical protein",1,394339.675303747
"Ga0164296_100233910_GEODES057","Ga0164296_10023391","Bacteria;Proteobacteria;","DNA-binding transcriptional regulator, AcrR family",4,186279.063611044
"Ga0164296_100233913_GEODES057","Ga0164296_10023391","Bacteria;Proteobacteria;","putrescine transport system substrate-binding protein",3,165457.371789217
"Ga0164296_100234218_GEODES057","Ga0164296_10023421","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","FKBP-type peptidyl-prolyl cis-trans isomerase SlyD",1,218024.355221119
"Ga0164296_10023428_GEODES057","Ga0164296_10023428","NO CLASSIFICATION MH","SAM-dependent methyltransferase",1,151009.022302302
"Ga0164296_100234414_GEODES057","Ga0164296_10023441","Eukaryota;","U4/U6.U5 tri-snRNP-associated protein 2",3,95303.000354033
"Ga0164296_10023442_GEODES057","Ga0164296_10023442","NO CLASSIFICATION MH","hypothetical protein",3,562835.754453834
"Ga0164296_10023475_GEODES057","Ga0164296_10023475","NO CLASSIFICATION MH","virus major capsid protein",4,6927685.94628649
"Ga0164296_10023479_GEODES057","Ga0164296_10023479","None","hypothetical protein",4,66397.4316531488
"Ga0164296_100235113_GEODES057","Ga0164296_10023511","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;","catechol 2,3-dioxygenase",2,177917.511472118
"Ga0164296_100235311_GEODES057","Ga0164296_10023531","Bacteria;","Imidazolonepropionase",4,311919.872617771
"Ga0164296_100235614_GEODES057","Ga0164296_10023561","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","trigger factor",1,1738006.28460621
"Ga0164296_10023677_GEODES057","Ga0164296_10023677","NO CLASSIFICATION MH","argininosuccinate synthase",3,1588202.53716709
"Ga0164296_100237015_GEODES057","Ga0164296_10023701","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;","Rhodanese-related sulfurtransferase",4,334653.831259156
"Ga0164296_100237710_GEODES057","Ga0164296_10023771","NO CLASSIFICATION MH","hypothetical protein",2,239771.899219895
"Ga0164296_100238210_GEODES057","Ga0164296_10023821","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;","threonyl-tRNA synthetase",2,402232.738851069
"Ga0164296_100238317_GEODES057","Ga0164296_10023831","Bacteria;","Outer membrane protein OmpA",14,136521.619127352
"Ga0164296_100238617_GEODES057","Ga0164296_10023861","NO CLASSIFICATION MH","large subunit ribosomal protein L6",3,312241.424841556
"Ga0164296_100238710_GEODES057","Ga0164296_10023871","Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;","small subunit ribosomal protein S2",2,959903.089767966
"Ga0164296_100238712_GEODES057","Ga0164296_10023871","Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;","large subunit ribosomal protein L13",2,438434.696443439
"Ga0164296_10023914_GEODES057","Ga0164296_10023914","NO CLASSIFICATION MH","protein of unknown function (DUF4391)",3,75373.8706538173
"Ga0164296_100239911_GEODES057","Ga0164296_10023991","Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;","Carboxypeptidase regulatory-like domain-containing protein",4,1261716.88305275
"Ga0164296_10024015_GEODES057","Ga0164296_10024015","NO CLASSIFICATION MH","D-lactate dehydrogenase",3,126785.11223965
"Ga0164296_10024019_GEODES057","Ga0164296_10024019","NO CLASSIFICATION MH","hypothetical protein",1,953376.204494872
"Ga0164296_100240515_GEODES057","Ga0164296_10024051","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;","gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase",8,96134.0052045769
"Ga0164296_100241010_GEODES057","Ga0164296_10024101","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;","Outer membrane protein OmpA/Tetratricopeptide (TPR) repeat",1,7045977.43070851
"Ga0164296_100241012_GEODES057","Ga0164296_10024101","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;","glycerol-3-phosphate acyltransferase PlsY",1,715151.736798635
"Ga0164296_10024105_GEODES057","Ga0164296_10024105","None","hypothetical protein",1,108689.944645917
"Ga0164296_10024181_GEODES057","Ga0164296_10024181","NO CLASSIFICATION MH","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",0,362169.330797256
"Ga0164296_100242014_GEODES057","Ga0164296_10024201","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;","acetyl-CoA synthetase",3,567350.396801435
"Ga0164296_100242315_GEODES057","Ga0164296_10024231","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","thioredoxin reductase (NADPH)",1,202663.633888679
"Ga0164296_100242421_GEODES057","Ga0164296_10024242","Bacteria;Proteobacteria;Betaproteobacteria;","branched-chain amino acid transport system ATP-binding protein",3,113544.848718457
"Ga0164296_100243010_GEODES057","Ga0164296_10024301","Bacteria;Proteobacteria;Betaproteobacteria;","adenylosuccinate lyase",1,194190.397266447
"Ga0164296_100243014_GEODES057","Ga0164296_10024301","Bacteria;Proteobacteria;Betaproteobacteria;","NAD(P) transhydrogenase subunit alpha",1,180780.404958035
"Ga0164296_10024305_GEODES057","Ga0164296_10024305","NO CLASSIFICATION MH","preprotein translocase subunit SecD",1,312653.391787783
"Ga0164296_10024328_GEODES057","Ga0164296_10024328","NO CLASSIFICATION MH","Phage tail sheath protein/Carbohydrate binding domain-containing protein",2,1237208.86991568
"Ga0164296_10024342_GEODES057","Ga0164296_10024342","NO CLASSIFICATION MH","hypothetical protein",2,776955.955671565
"Ga0164296_10024383_GEODES057","Ga0164296_10024383","NO CLASSIFICATION MH","2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)",8,189012.077101047
"Ga0164296_10024441_GEODES057","Ga0164296_10024441","Bacteria;Verrucomicrobia;","hypothetical protein",1,992297.54589969
"Ga0164296_100244416_GEODES057","Ga0164296_10024441","Bacteria;Verrucomicrobia;","ATP-binding cassette, subfamily F, member 3",1,3949366.823808
"Ga0164296_10024444_GEODES057","Ga0164296_10024444","NO CLASSIFICATION MH","Hemolysin, contains CBS domains",2,932239.509087395
"Ga0164296_10024458_GEODES057","Ga0164296_10024458","NO CLASSIFICATION MH","succinate dehydrogenase / fumarate reductase iron-sulfur subunit",13,339096.402933029
"Ga0164296_10024626_GEODES057","Ga0164296_10024626","NO CLASSIFICATION MH","lipopolysaccharide transport system ATP-binding protein",1,391091.461713106
"Ga0164296_10024627_GEODES057","Ga0164296_10024627","NO CLASSIFICATION MH","hypothetical protein",1,477094.378560248
