"Gene","Genome","Taxonomy","Product","Cluster","Totals","Phylum"
"Ga0164294_100021006_GEODES005","Ga0164294_10002100","Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;","membrane-associated protein",8,16515.699998684,"Proteobacteria"
"Ga0164294_100021048_GEODES005","Ga0164294_10002104","","hypothetical protein",7,23173.9896376252,NA
"Ga0164294_1000211713_GEODES005","Ga0164294_10002117","","adenylate kinase",2,256603.599333792,NA
"Ga0164294_100021172_GEODES005","Ga0164294_10002117","","phosphoglycerate kinase",2,325999.678150848,NA
"Ga0164294_100021213_GEODES005","Ga0164294_10002121","Proteobacteria;","hypothetical protein",9,240281.424429928,"Proteobacteria"
"Ga0164294_100021289_GEODES005","Ga0164294_10002128","","phospholipase/carboxylesterase",3,17389.9574902726,NA
"Ga0164294_1000213118_GEODES005","Ga0164294_10002131","Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;","hypothetical protein",8,21008.4062496176,"Bacteroidetes"
"Ga0164294_1000213228_GEODES005","Ga0164294_10002132","","hypothetical protein",10,37728.2593424017,NA
"Ga0164294_100021381_GEODES005","Ga0164294_10002138","","two-component system, chemotaxis family, sensor kinase CheA",3,262233.197210255,NA
"Ga0164294_100021419_GEODES005","Ga0164294_10002141","Actinobacteria;Actinobacteria;","multiple sugar transport system substrate-binding protein",4,1021728.76962554,"Actinobacteria"
"Ga0164294_100021516_GEODES005","Ga0164294_10002151","Proteobacteria;","arginine decarboxylase",2,701207.34691331,"Proteobacteria"
"Ga0164294_1000216510_GEODES005","Ga0164294_10002165","Bacteroidetes;","lipoprotein-releasing system permease protein",5,13784.4151644803,"Bacteroidetes"
"Ga0164294_100021754_GEODES005","Ga0164294_10002175","Planctomycetes;Planctomycetia;","phosphomethylpyrimidine synthase",18,11828.1061994486,"Planctomycetes"
"Ga0164294_1000218111_GEODES005","Ga0164294_10002181","Proteobacteria;Betaproteobacteria;Burkholderiales;","taurine dioxygenase",7,132539.588233724,"Proteobacteria"
"Ga0164294_100021876_GEODES005","Ga0164294_10002187","","Methyltransferase domain-containing protein/C-methyltransferase C-terminal domain-containing protein",16,28841.2687694165,NA
"Ga0164294_1000218812_GEODES005","Ga0164294_10002188","","KIAA1430 homologue",12,14928.8224006178,NA
"Ga0164294_100021883_GEODES005","Ga0164294_10002188","","hypothetical protein",1,22368.8625778588,NA
"Ga0164294_1000219012_GEODES005","Ga0164294_10002190","Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;","3-deoxy-7-phosphoheptulonate synthase",12,45088.3138813624,"Proteobacteria"
"Ga0164294_1000219410_GEODES005","Ga0164294_10002194","Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;","non-specific serine/threonine protein kinase",16,275065.461904737,"Bacteroidetes"
"Ga0164294_1000219413_GEODES005","Ga0164294_10002194","Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;","hypothetical protein",9,98310.7007709155,"Bacteroidetes"
"Ga0164294_100021975_GEODES005","Ga0164294_10002197","Armatimonadetes;Fimbriimonadia;Fimbriimonadales;","Uncharacterized conserved protein YlxW, UPF0749 family",7,94939.0670238709,"Armatimonadetes"
"Ga0164294_1000219912_GEODES005","Ga0164294_10002199","Proteobacteria;Betaproteobacteria;","Uncharacterized conserved protein, contains LysM and FecR  domains",13,377578.031326368,"Proteobacteria"
"Ga0164294_1000220114_GEODES005","Ga0164294_10002201","","UDP-glucuronate decarboxylase",43,22888.8917326226,NA
"Ga0164294_100022014_GEODES005","Ga0164294_10002201","","hypothetical protein",29,21621.2008356463,NA
"Ga0164294_1000220612_GEODES005","Ga0164294_10002206","","type IV pilus assembly protein PilN",2,255560.317696766,NA
"Ga0164294_1000220614_GEODES005","Ga0164294_10002206","","Tetratricopeptide (TPR) repeat",2,169710.714071915,NA
"Ga0164294_100022067_GEODES005","Ga0164294_10002206","","3-dehydroquinate synthase",2,188191.939972768,NA
"Ga0164294_1000220714_GEODES005","Ga0164294_10002207","Bacteroidetes;","Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family",16,67368.8496055624,"Bacteroidetes"
"Ga0164294_1000220718_GEODES005","Ga0164294_10002207","Bacteroidetes;","rhamnosyl/mannosyltransferase",30,72059.6246251409,"Bacteroidetes"
"Ga0164294_100022242_GEODES005","Ga0164294_10002224","Bacteroidetes;","protein of unknown function (DUF1080)",18,24717.7312770767,"Bacteroidetes"
"Ga0164294_100022244_GEODES005","Ga0164294_10002224","Bacteroidetes;","Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain",7,76432.101509806,"Bacteroidetes"
"Ga0164294_100022267_GEODES005","Ga0164294_10002226","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;","hypothetical protein",2,177678.784903457,"Verrucomicrobia"
"Ga0164294_100022299_GEODES005","Ga0164294_10002229","Actinobacteria;Actinobacteria;","YidC/Oxa1 family membrane protein insertase",10,26306.8886475367,"Actinobacteria"
"Ga0164294_100022325_GEODES005","Ga0164294_10002232","Proteobacteria;Betaproteobacteria;","site-specific DNA-methyltransferase (cytosine-N4-specific)",13,66227.8348570088,"Proteobacteria"
"Ga0164294_100022405_GEODES005","Ga0164294_10002240","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;","penicillin-binding protein 1A",10,30562.3952237229,"Verrucomicrobia"
"Ga0164294_1000224413_GEODES005","Ga0164294_10002244","Cyanobacteria;unclassified Cyanobacteria;","2OG-Fe(II) oxygenase superfamily protein",13,34896.9507655561,"Cyanobacteria"
"Ga0164294_100022455_GEODES005","Ga0164294_10002245","Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;","Dehydrogenase (flavoprotein)/Thioredoxin reductase",8,20956.3039577464,"Bacteroidetes"
"Ga0164294_1000225111_GEODES005","Ga0164294_10002251","Bacteroidetes;","hypothetical protein",1,51976.5573431328,"Bacteroidetes"
"Ga0164294_1000226314_GEODES005","Ga0164294_10002263","Armatimonadetes;Fimbriimonadia;Fimbriimonadales;","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B",9,372348.996172219,"Armatimonadetes"
"Ga0164294_100022666_GEODES005","Ga0164294_10002266","Planctomycetes;","Tetratricopeptide (TPR) repeat/Tetratricopeptide (TPR) repeat",6,31517.684899023,"Planctomycetes"
"Ga0164294_1000226913_GEODES005","Ga0164294_10002269","Bacteroidetes;Cytophagia;Cytophagales;","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase",10,19472.7948305743,"Bacteroidetes"
"Ga0164294_100022738_GEODES005","Ga0164294_10002273","","Uncharacterized conserved protein, DUF1501 family",2,266895.602992955,NA
"Ga0164294_100022862_GEODES005","Ga0164294_10002286","unclassified unclassified Isochrysidales;","hypothetical protein",15,31476.9950083573,"Haptophyta"
"Ga0164294_100022863_GEODES005","Ga0164294_10002286","unclassified unclassified Isochrysidales;","envelope transporter/envelope transporter/envelope transporter",27,1956629.15009898,"Haptophyta"
"Ga0164294_1000228717_GEODES005","Ga0164294_10002287","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","septum site-determining protein MinC",32,18127.8871584824,"Proteobacteria"
"Ga0164294_1000228914_GEODES005","Ga0164294_10002289","Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium terrigena;","putative ABC transport system permease protein",23,28990.0075853516,"Bacteroidetes"
"Ga0164294_100022892_GEODES005","Ga0164294_10002289","Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium terrigena;","elongation factor Ts",8,218403.128976142,"Bacteroidetes"
"Ga0164294_100022904_GEODES005","Ga0164294_10002290","Bacteroidetes;","pyruvate, water dikinase",8,64392.1781024482,"Bacteroidetes"
"Ga0164294_1000229212_GEODES005","Ga0164294_10002292","","DNA-directed RNA polymerase, subunit K/omega",9,122079.382937402,NA
"Ga0164294_1000229217_GEODES005","Ga0164294_10002292","","Ankyrin repeat",11,40199.4915904773,NA
"Ga0164294_1000229514_GEODES005","Ga0164294_10002295","","beta-glucosidase",6,209680.049648487,NA
"Ga0164294_100022955_GEODES005","Ga0164294_10002295","","hypothetical protein",40,167115.811025604,NA
"Ga0164294_100022976_GEODES005","Ga0164294_10002297","Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;","protein of unknown function (DUF4295)",34,29831.5012415497,"Bacteroidetes"
"Ga0164294_1000230018_GEODES005","Ga0164294_10002300","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","hypothetical protein",22,24390.8891741556,"Proteobacteria"
"Ga0164294_1000230213_GEODES005","Ga0164294_10002302","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula;","small subunit ribosomal protein S3",3,172147.328476477,"Verrucomicrobia"
"Ga0164294_100023067_GEODES005","Ga0164294_10002306","Proteobacteria;","CO or xanthine dehydrogenase, Mo-binding subunit",2,118579.662276292,"Proteobacteria"
"Ga0164294_100023129_GEODES005","Ga0164294_10002312","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;","large subunit ribosomal protein L10",2,346421.798774378,"Verrucomicrobia"
"Ga0164294_100023184_GEODES005","Ga0164294_10002318","","hypothetical protein",2,395408.382981048,NA
"Ga0164294_1000232212_GEODES005","Ga0164294_10002322","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","phosphate transport system substrate-binding protein",13,36984.4637439632,"Proteobacteria"
"Ga0164294_100023223_GEODES005","Ga0164294_10002322","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","large subunit ribosomal protein L31",8,61958.4428709361,"Proteobacteria"
"Ga0164294_1000232410_GEODES005","Ga0164294_10002324","Bacteroidetes;","acetyl-CoA carboxylase carboxyl transferase subunit beta",1,197744.032572695,"Bacteroidetes"
"Ga0164294_100023282_GEODES005","Ga0164294_10002328","","hypothetical protein",3,68753.6383089959,NA
"Ga0164294_100023295_GEODES005","Ga0164294_10002329","","hypothetical protein",2,55514.0730943186,NA
"Ga0164294_100023313_GEODES005","Ga0164294_10002331","","hypothetical protein",5,14742.9175760097,NA
"Ga0164294_100023474_GEODES005","Ga0164294_10002347","NO CLASSIFICATION LP","large subunit ribosomal protein L6",9,108341.815171548,"Unclassified"
"Ga0164294_100023475_GEODES005","Ga0164294_10002347","NO CLASSIFICATION LP","Ribosomal protein S8",17,21787.1159656283,"Unclassified"
"Ga0164294_100023587_GEODES005","Ga0164294_10002358","Planctomycetes;Planctomycetia;Planctomycetales;","NADH-quinone oxidoreductase subunit L",12,22377.0909995784,"Planctomycetes"
"Ga0164294_100023628_GEODES005","Ga0164294_10002362","","hypothetical protein",2,124245.177366211,NA
"Ga0164294_100023667_GEODES005","Ga0164294_10002366","Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;","epoxyqueuosine reductase",3,54580.8856607219,"Proteobacteria"
"Ga0164294_1000237012_GEODES005","Ga0164294_10002370","","hypothetical protein",12,12492.9998937476,NA
"Ga0164294_1000237317_GEODES005","Ga0164294_10002373","Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;","Putative polyhydroxyalkanoic acid system protein (PHA_gran_rgn)",5,12570.9547514292,"Proteobacteria"
"Ga0164294_1000237815_GEODES005","Ga0164294_10002378","","Flagellin FlgL/Flagellin FlgL",2,121845.991126612,NA
"Ga0164294_100023786_GEODES005","Ga0164294_10002378","","Flagella basal body P-ring formation protein FlgA",2,88325.2805480757,NA
"Ga0164294_100023789_GEODES005","Ga0164294_10002378","","chemotaxis protein MotB",2,205451.375571442,NA
"Ga0164294_100023793_GEODES005","Ga0164294_10002379","","BNR repeat-like domain-containing protein",4,399082.69312622,NA
"Ga0164294_100023802_GEODES005","Ga0164294_10002380","Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;","cytochrome c",10,42395.3280838167,"Proteobacteria"
"Ga0164294_100023808_GEODES005","Ga0164294_10002380","Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;","Crotonobetainyl-CoA:carnitine CoA-transferase CaiB",5,17376.5243814599,"Proteobacteria"
"Ga0164294_100023842_GEODES005","Ga0164294_10002384","Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;","small subunit ribosomal protein S10",1,66470.8350596601,"Proteobacteria"
"Ga0164294_1000238423_GEODES005","Ga0164294_10002384","Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;","preprotein translocase subunit SecY",1,120712.203920072,"Proteobacteria"
"Ga0164294_100023845_GEODES005","Ga0164294_10002384","Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;","large subunit ribosomal protein L23",1,103898.212252236,"Proteobacteria"
"Ga0164294_100023849_GEODES005","Ga0164294_10002384","Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;","small subunit ribosomal protein S3",1,204211.038308792,"Proteobacteria"
"Ga0164294_1000238716_GEODES005","Ga0164294_10002387","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","peptidyl-prolyl cis-trans isomerase C",9,137542.935230257,"Proteobacteria"
"Ga0164294_100023872_GEODES005","Ga0164294_10002387","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","gluconate 5-dehydrogenase",5,40360.048694558,"Proteobacteria"
"Ga0164294_100023896_GEODES005","Ga0164294_10002389","","PEP-CTERM motif-containing protein",13,81944.4000301071,NA
"Ga0164294_100023897_GEODES005","Ga0164294_10002389","","hypothetical protein",10,449367.512436414,NA
"Ga0164294_1000239127_GEODES005","Ga0164294_10002391","NO CLASSIFICATION LP","hypothetical protein",7,26757.7511438932,"Unclassified"
"Ga0164294_100023934_GEODES005","Ga0164294_10002393","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;","tRNA 2-selenouridine synthase",34,19122.9692970928,"Proteobacteria"
"Ga0164294_100023966_GEODES005","Ga0164294_10002396","Proteobacteria;Alphaproteobacteria;","Right handed beta helix region",10,137674.177667998,"Proteobacteria"
"Ga0164294_100024004_GEODES005","Ga0164294_10002400","Proteobacteria;","Superfamily II DNA or RNA helicase, SNF2 family",2,2176011.04204324,"Proteobacteria"
"Ga0164294_100024022_GEODES005","Ga0164294_10002402","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;","Cytochrome c7",2,134459.586232243,"Verrucomicrobia"
"Ga0164294_100024023_GEODES005","Ga0164294_10002402","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;","prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit",2,923052.70422793,"Verrucomicrobia"
"Ga0164294_100024027_GEODES005","Ga0164294_10002402","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;","hypothetical protein",2,333722.903759629,"Verrucomicrobia"
"Ga0164294_1000240414_GEODES005","Ga0164294_10002404","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;","tetraacyldisaccharide 4'-kinase",15,20051.1721702798,"Verrucomicrobia"
"Ga0164294_100024067_GEODES005","Ga0164294_10002406","","hypothetical protein",2,220567.438046315,NA
"Ga0164294_100024069_GEODES005","Ga0164294_10002406","","hypothetical protein",2,87586.9393422528,NA
"Ga0164294_100024115_GEODES005","Ga0164294_10002411","Proteobacteria;","ATP-binding cassette, subfamily C, exporter for protease/lipase",22,18229.5434781906,"Proteobacteria"
"Ga0164294_1000241810_GEODES005","Ga0164294_10002418","Proteobacteria;Deltaproteobacteria;","dTDP-4-dehydrorhamnose 3,5-epimerase",2,71389.5577302867,"Proteobacteria"
"Ga0164294_1000241814_GEODES005","Ga0164294_10002418","Proteobacteria;Deltaproteobacteria;","heme exporter protein C",2,172301.745059918,"Proteobacteria"
"Ga0164294_100024184_GEODES005","Ga0164294_10002418","Proteobacteria;Deltaproteobacteria;","hydroxymethylglutaryl-CoA reductase",2,110562.098653103,"Proteobacteria"
"Ga0164294_100024185_GEODES005","Ga0164294_10002418","Proteobacteria;Deltaproteobacteria;","hypothetical protein",2,81029.9607218532,"Proteobacteria"
"Ga0164294_1000242413_GEODES005","Ga0164294_10002424","","replicative DNA helicase",17,855420.847633553,NA
"Ga0164294_100024242_GEODES005","Ga0164294_10002424","","hypothetical protein",17,328845.286603955,NA
"Ga0164294_1000242421_GEODES005","Ga0164294_10002424","","hypothetical protein",11,140366.977189026,NA
"Ga0164294_100024249_GEODES005","Ga0164294_10002424","","Thymidylate synthase ThyX",11,358937.536191484,NA
"Ga0164294_100024273_GEODES005","Ga0164294_10002427","Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;","1-acyl-sn-glycerol-3-phosphate acyltransferase",22,12200.5183332055,"Bacteroidetes"
"Ga0164294_100024302_GEODES005","Ga0164294_10002430","","Integral membrane protein, interacts with FtsH",2,619663.97262926,NA
"Ga0164294_100024308_GEODES005","Ga0164294_10002430","","1-acyl-sn-glycerol-3-phosphate acyltransferase",2,104731.045485776,NA
"Ga0164294_100024309_GEODES005","Ga0164294_10002430","","phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase",35,21921.9466266012,NA
"Ga0164294_100024414_GEODES005","Ga0164294_10002441","Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;","Glyoxylase, beta-lactamase superfamily II",18,23444.3837084633,"Proteobacteria"
"Ga0164294_100024487_GEODES005","Ga0164294_10002448","Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;","oxygen-independent coproporphyrinogen-3 oxidase",6,40449.56430031,"Proteobacteria"
"Ga0164294_1000245412_GEODES005","Ga0164294_10002454","","succinyl-CoA synthetase beta subunit",6,76548.3050230043,NA
"Ga0164294_1000245512_GEODES005","Ga0164294_10002455","","PEP-CTERM motif-containing protein",8,54624.4837110221,NA
"Ga0164294_100024594_GEODES005","Ga0164294_10002459","Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;","valyl-tRNA synthetase",40,24555.7063006494,"Actinobacteria"
"Ga0164294_1000246915_GEODES005","Ga0164294_10002469","Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;","transcription termination factor Rho",2,69037.4994279734,"Actinobacteria"
"Ga0164294_1000247315_GEODES005","Ga0164294_10002473","","segregation and condensation protein A",2,553696.99111445,NA
"Ga0164294_1000247510_GEODES005","Ga0164294_10002475","","Outer membrane protein OmpA",19,390872.601002408,NA
"Ga0164294_100024753_GEODES005","Ga0164294_10002475","","hypothetical protein",31,22668.2966051698,NA
"Ga0164294_1000247714_GEODES005","Ga0164294_10002477","","hypothetical protein",2,557311.381720394,NA
"Ga0164294_1000247715_GEODES005","Ga0164294_10002477","","Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain",2,646855.174698978,NA
"Ga0164294_100024873_GEODES005","Ga0164294_10002487","NO CLASSIFICATION MH","hypothetical protein",11,65854.5605247272,"Unclassified"
"Ga0164294_100024952_GEODES005","Ga0164294_10002495","Proteobacteria;","2-polyprenyl-6-methoxyphenol hydroxylase/Protoporphyrinogen oxidase",0,31147.5847084556,"Proteobacteria"
"Ga0164294_100025061_GEODES005","Ga0164294_10002506","Proteobacteria;","Glycosyltransferase involved in cell wall bisynthesis",9,75094.9869257461,"Proteobacteria"
"Ga0164294_1000250810_GEODES005","Ga0164294_10002508","","hypothetical protein",2,49297.2634072957,NA
"Ga0164294_1000251712_GEODES005","Ga0164294_10002517","Proteobacteria;","N utilization substance protein A",9,911329.495486978,"Proteobacteria"
"Ga0164294_1000252612_GEODES005","Ga0164294_10002526","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;","Arylsulfatase A/Arylsulfatase A",21,13318.150147175,"Verrucomicrobia"
"Ga0164294_100025268_GEODES005","Ga0164294_10002526","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;","F-type H+-transporting ATPase subunit gamma",2,234116.504406375,"Verrucomicrobia"
"Ga0164294_100025275_GEODES005","Ga0164294_10002527","Proteobacteria;","hypothetical protein",3,55332.2810578258,"Proteobacteria"
"Ga0164294_1000253712_GEODES005","Ga0164294_10002537","Proteobacteria;","heme exporter protein A",12,26473.248828789,"Proteobacteria"
"Ga0164294_1000253717_GEODES005","Ga0164294_10002537","Proteobacteria;","CubicO group peptidase, beta-lactamase class C family",1,80342.7081840616,"Proteobacteria"
"Ga0164294_1000254410_GEODES005","Ga0164294_10002544","","Glycosyltransferase involved in cell wall bisynthesis",22,13433.9513583294,NA
"Ga0164294_100025473_GEODES005","Ga0164294_10002547","Proteobacteria;Alphaproteobacteria;","bifunctional enzyme CysN/CysC",7,54058.5535302586,"Proteobacteria"
"Ga0164294_1000254911_GEODES005","Ga0164294_10002549","Proteobacteria;","hypothetical protein",13,46155.2139306488,"Proteobacteria"
"Ga0164294_1000255011_GEODES005","Ga0164294_10002550","Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus;","Catechol 2,3-dioxygenase",10,250386.831979227,"Proteobacteria"
"Ga0164294_1000255615_GEODES005","Ga0164294_10002556","Proteobacteria;Alphaproteobacteria;","Protein of unknown function (DUF3237)",1,71244.9935188009,"Proteobacteria"
"Ga0164294_1000256010_GEODES005","Ga0164294_10002560","Actinobacteria;","DNA repair protein RecN (Recombination protein N)",16,77898.5082618908,"Actinobacteria"
"Ga0164294_1000256011_GEODES005","Ga0164294_10002560","Actinobacteria;","NAD+ kinase",5,75403.0484103199,"Actinobacteria"
"Ga0164294_100025639_GEODES005","Ga0164294_10002563","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase",1,84717.405430873,"Proteobacteria"
"Ga0164294_100025677_GEODES005","Ga0164294_10002567","Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus;Sandarakinorhabdus limnophila;","citrate synthase",4,333923.68126795,"Proteobacteria"
"Ga0164294_100025703_GEODES005","Ga0164294_10002570","Bacteroidetes;","glycerate kinase",16,15132.3954685853,"Bacteroidetes"
"Ga0164294_100025707_GEODES005","Ga0164294_10002570","Bacteroidetes;","MFS family permease",7,34760.1441426457,"Bacteroidetes"
"Ga0164294_100025822_GEODES005","Ga0164294_10002582","","L-2-hydroxycarboxylate dehydrogenase (NAD+)",2,196721.03915269,NA
"Ga0164294_1000258316_GEODES005","Ga0164294_10002583","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","small subunit ribosomal protein S4",1,1753756.53741317,"Proteobacteria"
"Ga0164294_1000258318_GEODES005","Ga0164294_10002583","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","small subunit ribosomal protein S13",1,804530.099271385,"Proteobacteria"
"Ga0164294_1000258320_GEODES005","Ga0164294_10002583","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","preprotein translocase subunit SecY",1,1777804.91512968,"Proteobacteria"
"Ga0164294_1000258321_GEODES005","Ga0164294_10002583","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","large subunit ribosomal protein L15",1,1138815.65243284,"Proteobacteria"
"Ga0164294_1000258323_GEODES005","Ga0164294_10002583","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","small subunit ribosomal protein S5",1,1907936.86070341,"Proteobacteria"
"Ga0164294_1000258324_GEODES005","Ga0164294_10002583","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","large subunit ribosomal protein L18",1,1078732.88260733,"Proteobacteria"
"Ga0164294_1000258325_GEODES005","Ga0164294_10002583","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","large subunit ribosomal protein L6",1,2199642.57324165,"Proteobacteria"
"Ga0164294_1000258326_GEODES005","Ga0164294_10002583","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","small subunit ribosomal protein S8",1,1877011.41855139,"Proteobacteria"
"Ga0164294_1000258327_GEODES005","Ga0164294_10002583","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","small subunit ribosomal protein S14",8,491165.496472144,"Proteobacteria"
"Ga0164294_100026007_GEODES005","Ga0164294_10002600","unclassified unclassified ","hypothetical protein",1,150051.413667059,"Unclassified"
"Ga0164294_100026017_GEODES005","Ga0164294_10002601","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;","Outer membrane protein OmpA",2,75886.7941917272,"Verrucomicrobia"
"Ga0164294_100026059_GEODES005","Ga0164294_10002605","Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","DNA-binding transcriptional regulator, GntR family",1,17527.0454735394,"Proteobacteria"
"Ga0164294_100026116_GEODES005","Ga0164294_10002611","Cyanobacteria;unclassified Cyanobacteria;","large subunit ribosomal protein L29",27,36198.2915834728,"Cyanobacteria"
"Ga0164294_1000261215_GEODES005","Ga0164294_10002612","","Type III restriction enzyme, res subunit",16,45773.2459081851,NA
"Ga0164294_100026224_GEODES005","Ga0164294_10002622","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;","IclR family transcriptional regulator, acetate operon repressor",38,33920.9057488135,"Verrucomicrobia"
"Ga0164294_100026245_GEODES005","Ga0164294_10002624","Armatimonadetes;Fimbriimonadia;Fimbriimonadales;","hypothetical protein",11,39578.0687829137,"Armatimonadetes"
"Ga0164294_100026255_GEODES005","Ga0164294_10002625","Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;","alanine dehydrogenase",24,15349.3061537039,"Proteobacteria"
"Ga0164294_1000262715_GEODES005","Ga0164294_10002627","","Fibrinogen beta and gamma chains, C-terminal globular domain",17,647713.829836863,NA
"Ga0164294_1000262811_GEODES005","Ga0164294_10002628","Proteobacteria;","CRISPR-associated protein Csx10",2,3321965.98026932,"Proteobacteria"
"Ga0164294_100026288_GEODES005","Ga0164294_10002628","Proteobacteria;","CRISPR/Cas system CSM-associated protein Csm3, group 7 of RAMP superfamily",2,2765894.76098326,"Proteobacteria"
"Ga0164294_100026289_GEODES005","Ga0164294_10002628","Proteobacteria;","CRISPR/Cas system CSM-associated protein Csm3, group 7 of RAMP superfamily",2,3006341.62996269,"Proteobacteria"
"Ga0164294_100026319_GEODES005","Ga0164294_10002631","Cyanobacteria;unclassified Cyanobacteria;Synechococcales;Synechococcaceae;","Uncharacterized membrane protein",19,51745.7032521624,"Cyanobacteria"
"Ga0164294_100026426_GEODES005","Ga0164294_10002642","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;","isocitrate dehydrogenase",2,213202.62016378,"Verrucomicrobia"
"Ga0164294_100026428_GEODES005","Ga0164294_10002642","Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;","acyl-CoA thioesterase-1",17,22960.2535483997,"Verrucomicrobia"
"Ga0164294_100026473_GEODES005","Ga0164294_10002647","Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;","protein of unknown function (Gcw_chp)",12,173544.394615892,"Proteobacteria"
"Ga0164294_100026487_GEODES005","Ga0164294_10002648","Actinobacteria;Actinobacteria;","multiple sugar transport system substrate-binding protein",4,930129.520280972,"Actinobacteria"
