"Gene","Genome","Taxonomy","Product","Cluster","Totals"
"Ga0164294_100324734_GEODES005","Ga0164294_10032473","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","spheroidene monooxygenase",6,19763488.5351356
"Ga0164294_100325962_GEODES005","Ga0164294_10032596","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus;","glutaryl-CoA dehydrogenase",2,6005066.63973528
"Ga0164294_100326093_GEODES005","Ga0164294_10032609","Bacteria;","tRNA G10  N-methylase Trm11",1,20399814.3937908
"Ga0164294_100326853_GEODES005","Ga0164294_10032685","Bacteria;","hypothetical protein",1,13507274.3572745
"Ga0164294_100326856_GEODES005","Ga0164294_10032685","Bacteria;","hypothetical protein",1,15644298.6371497
"Ga0164294_100326857_GEODES005","Ga0164294_10032685","Bacteria;","hypothetical protein",1,21342355.4524011
"Ga0164294_100326858_GEODES005","Ga0164294_10032685","Bacteria;","Cadherin domain-containing protein/Cadherin domain-containing protein",1,108829023.140523
"Ga0164294_100331383_GEODES005","Ga0164294_10033138","Bacteria;Bacteroidetes;","nucleoside-diphosphate kinase",1,12281185.5351864
"Ga0164294_100332652_GEODES005","Ga0164294_10033265","Bacteria;Proteobacteria;","Chromosome segregation ATPase/5-methylcytosine-specific restriction endonuclease McrBC, GTP-binding regulatory subunit McrB",1,6966207.1657891
"Ga0164294_100336614_GEODES005","Ga0164294_10033661","Bacteria;","O-antigen biosynthesis protein WbqV",2,8420720.77932721
"Ga0164294_100338885_GEODES005","Ga0164294_10033888","NO CLASSIFICATION MH","hypothetical protein",2,873761.179229749
"Ga0164294_100340811_GEODES005","Ga0164294_10034081","Bacteria;","Ca2+-binding protein, RTX toxin-related",1,9257106.64684897
"Ga0164294_100341903_GEODES005","Ga0164294_10034190","Bacteria;Actinobacteria;Actinobacteria;","Uncharacterized protein YjbI, contains pentapeptide repeats",1,8380750.25687646
"Ga0164294_100342332_GEODES005","Ga0164294_10034233","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","betaine-aldehyde dehydrogenase",2,11698719.3238842
"Ga0164294_100350613_GEODES005","Ga0164294_10035061","Bacteria;Proteobacteria;Deltaproteobacteria;","hypothetical protein",7,44451183.4538098
"Ga0164294_100352182_GEODES005","Ga0164294_10035218","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","hypothetical protein",1,8011313.06887866
"Ga0164294_100352862_GEODES005","Ga0164294_10035286","Eukaryota;unclassified Eukaryota;","Derlin-2/3",3,25061838.0220047
"Ga0164294_100358294_GEODES005","Ga0164294_10035829","Bacteria;","glucose-fructose oxidoreductase",1,63026100.0125366
"Ga0164294_100361033_GEODES005","Ga0164294_10036103","Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;","arylsulfatase",1,7797530.15325244
"Ga0164294_100361833_GEODES005","Ga0164294_10036183","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","Metallo-peptidase family M12B Reprolysin-like",1,68089054.810294
"Ga0164294_100363343_GEODES005","Ga0164294_10036334","Bacteria;","NADH-quinone oxidoreductase subunit I",1,17588797.8909344
"Ga0164294_100365773_GEODES005","Ga0164294_10036577","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;","protein TonB",1,7650352.31569008
"Ga0164294_100368733_GEODES005","Ga0164294_10036873","NO CLASSIFICATION DUE TO FEW HITS IN PHYLODIST","hypothetical protein",1,15027423.089043
"Ga0164294_100369743_GEODES005","Ga0164294_10036974","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","citronellyl-CoA dehydrogenase",1,19829021.2583038
"Ga0164294_100372252_GEODES005","Ga0164294_10037225","NO CLASSIFICATION MH","Outer membrane receptor proteins, mostly Fe transport",10,16197851.3795973
"Ga0164294_100372342_GEODES005","Ga0164294_10037234","Bacteria;Proteobacteria;Deltaproteobacteria;","hypothetical protein",7,6910171.72061928
"Ga0164294_100372354_GEODES005","Ga0164294_10037235","Eukaryota;unclassified Eukaryota;","RNA dependent RNA polymerase",8,8880874.12384573
"Ga0164294_100375443_GEODES005","Ga0164294_10037544","Eukaryota;","hypothetical protein",10,1610807.23250532
"Ga0164294_100380062_GEODES005","Ga0164294_10038006","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;","hypothetical protein",1,9545690.2035016
"Ga0164294_100382721_GEODES005","Ga0164294_10038272","NO CLASSIFICATION BASED ON GIVEN PHYLODIST","Ig-like domain (group 3)/Ig-like domain (group 3)",2,7481919.62164487
"Ga0164294_100382954_GEODES005","Ga0164294_10038295","Eukaryota;unclassified Eukaryota;","hypothetical protein",10,74665290.8516657
"Ga0164294_100384171_GEODES005","Ga0164294_10038417","Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;","Beta-propeller repeat-containing protein",1,364189075.920649
"Ga0164294_100385213_GEODES005","Ga0164294_10038521","Bacteria;Proteobacteria;Deltaproteobacteria;","hypothetical protein",7,18726304.4158267
"Ga0164294_100386154_GEODES005","Ga0164294_10038615","Bacteria;","hypothetical protein",3,11075841.3481593
"Ga0164294_100388812_GEODES005","Ga0164294_10038881","Bacteria;Cyanobacteria;unclassified Cyanobacteria;","guanine deaminase",3,36453084.9611171
"Ga0164294_100394511_GEODES005","Ga0164294_10039451","Bacteria;","hypothetical protein",1,87112627.1075864
"Ga0164294_100394671_GEODES005","Ga0164294_10039467","Bacteria;Proteobacteria;Deltaproteobacteria;","hypothetical protein",1,25003669.7126692
"Ga0164294_100395013_GEODES005","Ga0164294_10039501","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","branched-chain amino acid transport system ATP-binding protein",2,12818888.4004821
"Ga0164294_100402161_GEODES005","Ga0164294_10040216","NO CLASSIFICATION MH","D-ala D-ala ligase C-terminus",2,24097675.1578219
"Ga0164294_100411654_GEODES005","Ga0164294_10041165","Eukaryota;","hypothetical protein",2,1725097.83841412
"Ga0164294_100416362_GEODES005","Ga0164294_10041636","NO CLASSIFICATION MH","Adenylate cyclase, class 3/ligand-binding sensor domain-containing protein/ligand-binding sensor domain-containing protein",4,7279191.89169195
"Ga0164294_100416522_GEODES005","Ga0164294_10041652","Eukaryota;unclassified Eukaryota;","dihydrolipoamide dehydrogenase",8,99368315.5699129
"Ga0164294_100416784_GEODES005","Ga0164294_10041678","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","flagellin",1,14629169.5780308
"Ga0164294_100417401_GEODES005","Ga0164294_10041740","Bacteria;Proteobacteria;Deltaproteobacteria;","virus tail tube protein gp19",2,607739394.582108
"Ga0164294_100417402_GEODES005","Ga0164294_10041740","Bacteria;Proteobacteria;Deltaproteobacteria;","hypothetical protein",2,22793626.6634447
"Ga0164294_100423232_GEODES005","Ga0164294_10042323","Bacteria;","NADH-quinone oxidoreductase subunit M",1,67695436.4292463
"Ga0164294_100423371_GEODES005","Ga0164294_10042337","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;","TonB-dependent Receptor Plug Domain",2,55781491.5334063
"Ga0164294_100428283_GEODES005","Ga0164294_10042828","Bacteria;Proteobacteria;","Chromosome segregation ATPase",2,30417854.9498401
"Ga0164294_100431494_GEODES005","Ga0164294_10043149","Eukaryota;unclassified Eukaryota;unclassified Eukaryota;Isochrysidales;","hypothetical protein",5,28815551.419436
"Ga0164294_100433981_GEODES005","Ga0164294_10043398","Eukaryota;unclassified Eukaryota;","Zinc transporter ZupT",1,12570500.3409033
"Ga0164294_100437121_GEODES005","Ga0164294_10043712","Bacteria;Verrucomicrobia;","glutamate dehydrogenase (NADP+)",8,11587577.6751341
"Ga0164294_100438494_GEODES005","Ga0164294_10043849","Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;Fimbriimonas ginsengisoli;","Hint module",7,36233294.3662999
"Ga0164294_100438495_GEODES005","Ga0164294_10043849","Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;Fimbriimonas ginsengisoli;","hypothetical protein",7,20068653.7903426
"Ga0164294_100447335_GEODES005","Ga0164294_10044733","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus;","hypothetical protein",3,59537591.2652902
"Ga0164294_100455064_GEODES005","Ga0164294_10045506","Eukaryota;","hypothetical protein",3,11335532.3631366
"Ga0164294_100457222_GEODES005","Ga0164294_10045722","Bacteria;Actinobacteria;Actinobacteria;","F-type H+-transporting ATPase subunit alpha",1,11591679.8826939
"Ga0164294_100460682_GEODES005","Ga0164294_10046068","NO CLASSIFICATION BASED ON GIVEN PHYLODIST","hypothetical protein",1,14334945.655373
"Ga0164294_100464624_GEODES005","Ga0164294_10046462","Bacteria;Planctomycetes;Planctomycetia;","Uncharacterized conserved protein YkwD, contains CAP (CSP/antigen 5/PR1) domain",2,12616232.4769232
"Ga0164294_100465501_GEODES005","Ga0164294_10046550","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;","ribonuclease E",5,19291334.3291307
"Ga0164294_100465974_GEODES005","Ga0164294_10046597","Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria;","apolipoprotein D and lipocalin family protein",1,9464004.05341403
"Ga0164294_100469331_GEODES005","Ga0164294_10046933","Bacteria;Bacteroidetes;Chitinophagia;","Outer membrane protein beta-barrel family protein",2,126998364.944723
"Ga0164294_100469783_GEODES005","Ga0164294_10046978","None","hypothetical protein",1,8929532.61195444
"Ga0164294_100470231_GEODES005","Ga0164294_10047023","Bacteria;Actinobacteria;Actinobacteria;","simple sugar transport system substrate-binding protein",1,14622314.0028486
"Ga0164294_100476143_GEODES005","Ga0164294_10047614","Eukaryota;unclassified Eukaryota;","hypothetical protein",2,29950214.6147873
"Ga0164294_100476824_GEODES005","Ga0164294_10047682","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;","Antenna complex alpha/beta subunit",6,40045415.1701872
"Ga0164294_100478523_GEODES005","Ga0164294_10047852","Eukaryota;","Formin Homology 2 Domain/WW domain-containing protein",1,11658275.2423021
"Ga0164294_100481102_GEODES005","Ga0164294_10048110","Bacteria;Proteobacteria;Deltaproteobacteria;","elongation factor Tu",1,147129382.664037
"Ga0164294_100482571_GEODES005","Ga0164294_10048257","Eukaryota;unclassified Eukaryota;","hypothetical protein",4,8553897.00605364
"Ga0164294_100485481_GEODES005","Ga0164294_10048548","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;unclassified Hyphomonadaceae;","cell division protease FtsH",1,11393526.5976561
"Ga0164294_100485821_GEODES005","Ga0164294_10048582","Eukaryota;unclassified Eukaryota;","Filamin/ABP280 repeat-containing protein/Filamin/ABP280 repeat-containing protein/Filamin/ABP280 repeat-containing protein/Filamin/ABP280 repeat-containing protein/Filamin/ABP280 repeat-containing protein/Filamin/ABP280 repeat-containing protein/Filamin/ABP280 repeat-containing protein",1,40381512.7723021
"Ga0164294_100495311_GEODES005","Ga0164294_10049531","Eukaryota;unclassified Eukaryota;unclassified Eukaryota;Isochrysidales;","hypothetical protein",1,28230246.9718476
"Ga0164294_100497972_GEODES005","Ga0164294_10049797","Bacteria;Proteobacteria;Deltaproteobacteria;","CDP-glucose 4,6-dehydratase",2,7036313.27659162
"Ga0164294_100498935_GEODES005","Ga0164294_10049893","Bacteria;","F-type H+-transporting ATPase subunit a",1,13496470.6557957
"Ga0164294_100498937_GEODES005","Ga0164294_10049893","Bacteria;","F-type H+-transporting ATPase subunit a",1,11956060.1406158
"Ga0164294_100504121_GEODES005","Ga0164294_10050412","NO CLASSIFICATION DUE TO FEW HITS IN PHYLODIST","Ion transport protein/Ion transport protein/Ion transport protein",1,319288025.498212
"Ga0164294_100505883_GEODES005","Ga0164294_10050588","Bacteria;Proteobacteria;Alphaproteobacteria;","transketolase",1,7430295.77874574
"Ga0164294_100508453_GEODES005","Ga0164294_10050845","Bacteria;","Serine/threonine protein kinase",1,16391898.7432417
"Ga0164294_100509371_GEODES005","Ga0164294_10050937","Bacteria;Proteobacteria;Deltaproteobacteria;","small subunit ribosomal protein S1",1,29859011.2303537
"Ga0164294_100511024_GEODES005","Ga0164294_10051102","Bacteria;","flagellar biosynthetic protein FliP",2,9578649.60700126
"Ga0164294_100511861_GEODES005","Ga0164294_10051186","Eukaryota;","hypothetical protein",2,7883660.69398634
"Ga0164294_100514393_GEODES005","Ga0164294_10051439","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;","N-acyl-D-glutamate deacylase",1,30603384.0950878
"Ga0164294_100516901_GEODES005","Ga0164294_10051690","Eukaryota;","Cadherin domain-containing protein/Cadherin domain-containing protein/Cadherin domain-containing protein",1,518304762.91817
"Ga0164294_100522542_GEODES005","Ga0164294_10052254","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","selenium-binding protein 1",1,11961252.7947859
"Ga0164294_100523591_GEODES005","Ga0164294_10052359","Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;Fimbriimonas ginsengisoli;","2-oxoisovalerate dehydrogenase E1 component",1,25450900.8123554
"Ga0164294_100524921_GEODES005","Ga0164294_10052492","Eukaryota;unclassified Eukaryota;","zeaxanthin epoxidase",8,9549504.35218106
"Ga0164294_100525653_GEODES005","Ga0164294_10052565","Eukaryota;unclassified Eukaryota;","hypothetical protein",5,19319904.7644472
"Ga0164294_100526282_GEODES005","Ga0164294_10052628","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","succinate dehydrogenase / fumarate reductase membrane anchor subunit",5,12364084.9847999
"Ga0164294_100526573_GEODES005","Ga0164294_10052657","Bacteria;Planctomycetes;Planctomycetia;","hypothetical protein",2,15301975.2831396
"Ga0164294_100531112_GEODES005","Ga0164294_10053111","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;","chaperonin GroES",3,19123111.2442309
"Ga0164294_100536593_GEODES005","Ga0164294_10053659","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;","type VI secretion system protein ImpC",1,28236664.8693233
"Ga0164294_100538431_GEODES005","Ga0164294_10053843","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","polyribonucleotide nucleotidyltransferase",2,14647264.38569
"Ga0164294_100539872_GEODES005","Ga0164294_10053987","Eukaryota;unclassified Eukaryota;","hypothetical protein",1,25503471.4301096
"Ga0164294_100544712_GEODES005","Ga0164294_10054471","Bacteria;","hypothetical protein",2,8381209.68800561
"Ga0164294_100555921_GEODES005","Ga0164294_10055592","Eukaryota;unclassified Eukaryota;unclassified Eukaryota;Isochrysidales;","hypothetical protein",1,49425895.9386512
"Ga0164294_100558252_GEODES005","Ga0164294_10055825","NO CLASSIFICATION BASED ON GIVEN PHYLODIST","hypothetical protein",3,356750590.901913
"Ga0164294_100568292_GEODES005","Ga0164294_10056829","Bacteria;","hypothetical protein",1,14915494.6934359
"Ga0164294_100568341_GEODES005","Ga0164294_10056834","NO CLASSIFICATION BASED ON GIVEN PHYLODIST","hypothetical protein",1,13188476.4595493
"Ga0164294_100571982_GEODES005","Ga0164294_10057198","NO CLASSIFICATION DUE TO FEW HITS IN PHYLODIST","hypothetical protein",1,5129719.19513251
"Ga0164294_100573411_GEODES005","Ga0164294_10057341","Eukaryota;","hypothetical protein",1,15847604.1829354
"Ga0164294_100582304_GEODES005","Ga0164294_10058230","Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;","hypothetical protein",5,3755859.0029513
"Ga0164294_100582424_GEODES005","Ga0164294_10058242","Bacteria;Bacteroidetes;Chitinophagia;","small subunit ribosomal protein S13",1,18242996.8784732
"Ga0164294_100589422_GEODES005","Ga0164294_10058942","Bacteria;Proteobacteria;","hypothetical protein",2,5186594.42993363
"Ga0164294_100595421_GEODES005","Ga0164294_10059542","Eukaryota;unclassified Eukaryota;unclassified Eukaryota;Isochrysidales;","Cation transport ATPase/Cation transport ATPase",1,50631028.90807
"Ga0164294_100598992_GEODES005","Ga0164294_10059899","NO CLASSIFICATION MH","ribonuclease P protein component",2,28756137.4832973
"Ga0164294_100599442_GEODES005","Ga0164294_10059944","Bacteria;Proteobacteria;Alphaproteobacteria;","hypothetical protein",1,14194450.7630967
"Ga0164294_100604372_GEODES005","Ga0164294_10060437","Bacteria;Cyanobacteria;unclassified Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;","glyceraldehyde-3-phosphate dehydrogenase (NAD(P))",1,17265871.2879673
"Ga0164294_100608783_GEODES005","Ga0164294_10060878","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;","phenol hydroxylase P3 protein",1,19174105.5079276
"Ga0164294_100609043_GEODES005","Ga0164294_10060904","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;","UDP-glucose 4-epimerase",4,4517190.59283728
"Ga0164294_100610151_GEODES005","Ga0164294_10061015","Eukaryota;unclassified Eukaryota;","calcium-dependent protein kinase",10,4925103.13635658
"Ga0164294_100612001_GEODES005","Ga0164294_10061200","Bacteria;","cobalt/nickel transport system ATP-binding protein",1,10652463.9394486
"Ga0164294_100614062_GEODES005","Ga0164294_10061406","Bacteria;","DNA-directed RNA polymerase subunit alpha",8,19437655.766667
"Ga0164294_100617872_GEODES005","Ga0164294_10061787","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;","Tripartite-type tricarboxylate transporter, receptor component TctC",1,6174045.77932904
"Ga0164294_100617874_GEODES005","Ga0164294_10061787","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;","Regulator of RNase E activity RraA",9,4614603.72027756
"Ga0164294_100621403_GEODES005","Ga0164294_10062140","Bacteria;","MoxR-like ATPase",1,34979155.9917343
"Ga0164294_100621463_GEODES005","Ga0164294_10062146","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;","large subunit ribosomal protein L28",1,11418097.5867041
"Ga0164294_100622781_GEODES005","Ga0164294_10062278","Eukaryota;","Ca2+ transporting ATPase, plasma membrane",1,8661735.01056662
"Ga0164294_100629201_GEODES005","Ga0164294_10062920","Eukaryota;","hypothetical protein",1,48950619.7019948
"Ga0164294_100633963_GEODES005","Ga0164294_10063396","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;","Nickel-dependent lactate racemase",1,10857570.5741623
"Ga0164294_100635031_GEODES005","Ga0164294_10063503","Eukaryota;unclassified Eukaryota;unclassified Eukaryota;Isochrysidales;","hypothetical protein",1,9505153.76468129
"Ga0164294_100640843_GEODES005","Ga0164294_10064084","Bacteria;Proteobacteria;Betaproteobacteria;","magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase",6,12685214.7627071
"Ga0164294_100646213_GEODES005","Ga0164294_10064621","None","hypothetical protein",2,5894871.372783
"Ga0164294_100650442_GEODES005","Ga0164294_10065044","Eukaryota;unclassified Eukaryota;","Uncaracterized surface protein containing fasciclin (FAS1) repeats",6,14100207.5195716
"Ga0164294_100652342_GEODES005","Ga0164294_10065234","Eukaryota;unclassified Eukaryota;","DNA-directed RNA polymerase subunit beta'",1,32078347.7502308
"Ga0164294_100656871_GEODES005","Ga0164294_10065687","Bacteria;Actinobacteria;Actinobacteria;","hypothetical protein",1,42926340.8681812
"Ga0164294_100656991_GEODES005","Ga0164294_10065699","NO CLASSIFICATION DUE TO FEW HITS IN PHYLODIST","Leucine Rich repeat-containing protein/Leucine Rich repeat-containing protein/Leucine Rich repeat-containing protein/Leucine Rich repeat-containing protein/Leucine Rich repeat-containing protein/Leucine Rich repeat-containing protein/Leucine Rich repeat-containing protein",1,5154392.41609223
"Ga0164294_100657022_GEODES005","Ga0164294_10065702","Bacteria;","hypothetical protein",1,9927094.67257483
"Ga0164294_100660062_GEODES005","Ga0164294_10066006","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;","acetyl-CoA carboxylase carboxyl transferase subunit alpha",1,18078353.2719868
"Ga0164294_100664312_GEODES005","Ga0164294_10066431","Eukaryota;unclassified Eukaryota;unclassified Eukaryota;Isochrysidales;","WD40 repeat/WD40 repeat",1,10560821.4611418
"Ga0164294_100664743_GEODES005","Ga0164294_10066474","Bacteria;Proteobacteria;","hypothetical protein",4,47879597.6099978
"Ga0164294_100686142_GEODES005","Ga0164294_10068614","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;","5-methyltetrahydrofolate--homocysteine methyltransferase",1,4374743.12438163
"Ga0164294_100688014_GEODES005","Ga0164294_10068801","Bacteria;Cyanobacteria;unclassified Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;","UDP-N-acetylglucosamine 1-carboxyvinyltransferase",3,17659674.2878192
"Ga0164294_100693532_GEODES005","Ga0164294_10069353","Bacteria;Cyanobacteria;unclassified Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;","cell division protein FtsW",3,7471532.02296159
"Ga0164294_100699303_GEODES005","Ga0164294_10069930","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;unclassified Hyphomonadaceae;","light-harvesting complex 1 beta chain",6,59946886.8456736
"Ga0164294_100700363_GEODES005","Ga0164294_10070036","Bacteria;","RNA recognition motif-containing protein",1,8429398.36276454
"Ga0164294_100703802_GEODES005","Ga0164294_10070380","Bacteria;","hypothetical protein",3,131744011.757259
"Ga0164294_100704383_GEODES005","Ga0164294_10070438","NO CLASSIFICATION MH","outer membrane protein, protease secretion system",1,4232437.36238929
"Ga0164294_100705863_GEODES005","Ga0164294_10070586","Bacteria;Cyanobacteria;unclassified Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;","DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)",10,17013851.1722328
"Ga0164294_100706813_GEODES005","Ga0164294_10070681","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;","hypothetical protein",9,10151125.2838131
"Ga0164294_100711632_GEODES005","Ga0164294_10071163","Bacteria;Proteobacteria;Deltaproteobacteria;","glycerol kinase",7,16498388.8567967
"Ga0164294_100718151_GEODES005","Ga0164294_10071815","Eukaryota;","hypothetical protein",1,154101841.481382
"Ga0164294_100721821_GEODES005","Ga0164294_10072182","Bacteria;Actinobacteria;Actinobacteria;","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase",2,16040820.5120982
"Ga0164294_100723053_GEODES005","Ga0164294_10072305","NO CLASSIFICATION DUE TO FEW HITS IN PHYLODIST","small subunit ribosomal protein S20",2,14939694.8043923
"Ga0164294_100724192_GEODES005","Ga0164294_10072419","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","N-acyl-D-aspartate/D-glutamate deacylase/Cytosine/adenosine deaminase/Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM",1,10058024.2817228
"Ga0164294_100726321_GEODES005","Ga0164294_10072632","Bacteria;Proteobacteria;","hypothetical protein",1,142660809.143175
"Ga0164294_100730472_GEODES005","Ga0164294_10073047","Eukaryota;","Superfamily II RNA helicase",1,16595802.2086751
"Ga0164294_100743682_GEODES005","Ga0164294_10074368","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;","hypothetical protein",2,5210354.2075308
"Ga0164294_100745031_GEODES005","Ga0164294_10074503","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","hypothetical protein",3,35224944.4242365
"Ga0164294_100745982_GEODES005","Ga0164294_10074598","Bacteria;Proteobacteria;","SH3 domain-containing protein",4,11208189.4061285
"Ga0164294_100746393_GEODES005","Ga0164294_10074639","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","large subunit ribosomal protein L4",2,16029151.6629759
"Ga0164294_100746582_GEODES005","Ga0164294_10074658","Eukaryota;unclassified Eukaryota;","hypothetical protein",5,13536388.5799063
"Ga0164294_100747871_GEODES005","Ga0164294_10074787","Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;","hypothetical protein",2,22236966.5285349
"Ga0164294_100752294_GEODES005","Ga0164294_10075229","Eukaryota;","enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase",10,4946858.91157045
"Ga0164294_100755022_GEODES005","Ga0164294_10075502","Bacteria;Actinobacteria;Actinobacteria;","small subunit ribosomal protein S12",2,99553717.2786923
"Ga0164294_100755302_GEODES005","Ga0164294_10075530","NO CLASSIFICATION DUE TO FEW HITS IN PHYLODIST","magnesium-protoporphyrin O-methyltransferase",6,2545294.07092926
"Ga0164294_100756152_GEODES005","Ga0164294_10075615","NO CLASSIFICATION BASED ON GIVEN PHYLODIST","hypothetical protein",1,6581256.58540626
"Ga0164294_100759081_GEODES005","Ga0164294_10075908","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","DNA-directed RNA polymerase subunit beta'",5,34160319.4996393
"Ga0164294_100760611_GEODES005","Ga0164294_10076061","Bacteria;","leucyl-tRNA synthetase",1,21016265.0942132
"Ga0164294_100760612_GEODES005","Ga0164294_10076061","Bacteria;","hypothetical protein",2,5413406.24381072
"Ga0164294_100761371_GEODES005","Ga0164294_10076137","Eukaryota;unclassified Eukaryota;","hypothetical protein",1,32581126.4716865
"Ga0164294_100763181_GEODES005","Ga0164294_10076318","Bacteria;Actinobacteria;Actinobacteria;","hypothetical protein",1,9842417.50298904
"Ga0164294_100764973_GEODES005","Ga0164294_10076497","Eukaryota;unclassified Eukaryota;","integrase/recombinase XerC",2,2975265.26596084
"Ga0164294_100766221_GEODES005","Ga0164294_10076622","Eukaryota;unclassified Eukaryota;unclassified Eukaryota;Isochrysidales;","N-recognin zinc finger-containing protein (UBR box)",10,21482189.0702202
"Ga0164294_100772572_GEODES005","Ga0164294_10077257","Eukaryota;unclassified Eukaryota;Oligohymenophorea;","SET domain-containing protein",1,13560107.3743461
"Ga0164294_100776581_GEODES005","Ga0164294_10077658","Bacteria;Actinobacteria;Acidimicrobiia;","ammonium transporter, Amt family",2,11068597.363661
"Ga0164294_100785482_GEODES005","Ga0164294_10078548","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","PA14 domain-containing protein",1,7573866.00028764
"Ga0164294_100787961_GEODES005","Ga0164294_10078796","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;","Serine/threonine protein kinase/Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain",2,74987643.3731018
"Ga0164294_100792473_GEODES005","Ga0164294_10079247","Bacteria;Cyanobacteria;unclassified Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;","small subunit ribosomal protein S4",1,12727219.1120422
"Ga0164294_100798401_GEODES005","Ga0164294_10079840","Eukaryota;unclassified Eukaryota;unclassified Eukaryota;Isochrysidales;","hypothetical protein",1,12463039.8994713
"Ga0164294_100798602_GEODES005","Ga0164294_10079860","Bacteria;Proteobacteria;Betaproteobacteria;","hypothetical protein",1,7717045.35152386
"Ga0164294_100803251_GEODES005","Ga0164294_10080325","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;","N-acyl-D-aspartate/D-glutamate deacylase",1,14474906.3889125
